"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Abraxas grossulariatus","Abraxas sylvatus","Abrostola tripartita","Abrostola triplasia","Acasis viretata","Achlya flavicornis","Acronicta alni","Acronicta auricoma","Acronicta leporina","Acronicta megacephala","Acronicta menyanthidis","Acronicta psi","Acronicta rumicis","Actebia praecox","Actinotia polyodon","Aethalura punctulata","Aglia tau","Agriopis aurantiaria","Agrochola circellaris","Agrochola helvola","Agrochola litura","Agrochola lota","Agrochola macilenta","Agrochola nitida","Agrotis clavis","Agrotis exclamationis","Agrotis segetum","Agrotis vestigialis","Alcis jubatus","Alcis repandatus","Allophyes oxyacanthae","Ammoconia caecimacula","Amphipoea fucosa","Amphipoea lucens","Amphipoea oculea","Amphipyra berbera subsp. svenssoni","Amphipyra perflua","Amphipyra tragopoginis","Anaplectoides prasinus","Angerona prunaria","Anticlea badiata","Anticlea derivata","Anticollix sparsatus","Antitype chi","Apamea crenata","Apamea furva","Apamea illyria","Apamea lateritia","Apamea monoglypha","Apamea ophiogramma","Apamea remissa","Apamea rubrirena","Apamea scolopacina","Apamea sordens","Apamea sublustris","Apamea unanimis","Apeira syringaria","Aplocera plagiata","Aplocera praeformata","Archanara algae","Archanara sparganii","Arctia caja","Arenostola phragmitidis","Arichanna melanaria","Asthena albulata","Athetis pallustris","Atolmis rubricollis","Autographa bractea","Autographa buraetica","Autographa excelsa","Autographa gamma","Autographa jota","Autographa macrogamma","Autographa mandarina","Autographa pulchrina","Axylia putris","Biston betularius","Biston stratarius","Brachionycha nubeculosa","Brachylomia viminalis","Bupalus piniarius","Cabera exanthemata","Cabera pusaria","Calliteara abietis","Calliteara pudibunda","Calophasia lunula","Campaea margaritaria","Camptogramma bilineatum","Caradrina morpheus","Carsia sororiata","Catarhoe cuculata","Catarhoe rubidata","Catocala adultera","Catocala fraxini","Celaena haworthii","Celaena leucostigma","Cepphis advenaria","Cerapteryx graminis","Cerastis leucographa","Cerastis rubricosa","Cerura vinula","Charanyca trigrammica","Charissa obscurata","Chersotis cuprea","Chiasmia clathrata","Chilodes maritimus","Chloroclysta miata","Chloroclysta siterata","Chortodes extremus","Chortodes fluxus","Cidaria fulvata","Cleora cinctaria","Clostera anachoreta","Clostera anastomosis","Clostera curtula","Clostera pigra","Coenocalpe lapidata","Coenophila subrosea","Colobochyla salicalis","Colocasia coryli","Colostygia aptata","Colostygia olivata","Colostygia pectinataria","Colotois pennaria","Conistra rubiginea","Conistra vaccinii","Coscinia cribraria","Cosmia trapezina","Cosmorhoe ocellata","Cossus cossus","Crocallis elinguaria","Cryphia raptricula","Crypsedra gemmea","Cryptocala chardinyi","Cucullia gnaphalii","Cucullia lactucae","Cucullia umbratica","Cybosia mesomella","Cyclophora albipunctata","Cyclophora pendularia","Cyclophora punctaria","Dasypolia templi","Deilephila elpenor","Deilephila porcellus","Deileptenia ribeata","Deltote uncula","Dendrolimus pini","Diachrysia chrysitis","Diachrysia tutti","Diacrisia sannio","Diaphora mendica","Diarsia brunnea","Diarsia dahlii","Diarsia mendica","Diarsia rubi","Dichonia aprilina","Drepana curvatula","Drepana falcataria","Dryobotodes eremita","Dypterygia scabriuscula","Dysstroma citratum","Dysstroma infuscatum","Dysstroma latefasciatum","Dysstroma truncatum","Ecliptopera capitata","Ecliptopera silaceata","Ectropis crepuscularia","Eilema complanum","Eilema depressum","Eilema griseolum","Eilema lurideolum","Eilema lutarellum","Eilema sororculum","Electrophaes corylata","Elophos vittaria","Ematurga atomaria","Enargia paleacea","Endromis versicolora","Ennomos alniarius","Ennomos autumnarius","Ennomos erosarius","Ennomos fuscantarius","Entephria caesiata","Epione repandaria","Epione vespertaria","Epirranthis diversata","Epirrhoe alternata","Epirrhoe pupillata","Epirrhoe tristata","Epirrita autumnata","Epirrita christyi","Epirrita dilutata","Erannis defoliaria","Euchoeca nebulata","Eugnorisma depunctum","Eulithis mellinata","Eulithis populata","Eulithis prunata","Eulithis pyraliata","Eulithis testata","Euphyia unangulata","Eupithecia abietaria","Eupithecia absinthiata","Eupithecia actaeata","Eupithecia assimilata","Eupithecia centaureata","Eupithecia conterminata","Eupithecia denotata","Eupithecia exiguata","Eupithecia goossensiata","Eupithecia icterata","Eupithecia immundata","Eupithecia indigata","Eupithecia innotata","Eupithecia intricata","Eupithecia inturbata","Eupithecia lanceata","Eupithecia lariciata","Eupithecia linariata","Eupithecia millefoliata","Eupithecia nanata","Eupithecia pimpinellata","Eupithecia plumbeolata","Eupithecia pusillata","Eupithecia satyrata","Eupithecia sinuosaria","Eupithecia subfuscata","Eupithecia subumbrata","Eupithecia succenturiata","Eupithecia tantillaria","Eupithecia tenuiata","Eupithecia tripunctaria","Eupithecia trisignaria","Eupithecia valerianata","Eupithecia venosata","Eupithecia virgaureata","Eupithecia vulgata","Euplexia lucipara","Eupsilia transversa","Eurois occultus","Eustroma reticulatum","Euthrix potatoria","Euxoa nigricans","Euxoa obelisca","Euxoa tritici","Falcaria lacertinaria","Furcula bifida","Furcula furcula","Gagitodes sagittatus","Geometra papilionaria","Gluphisia crenata","Gnophos obfuscatus","Gortyna flavago","Graphiphora augur","Gymnoscelis rufifasciata","Hada plebeja","Hadena bicruris","Hadena compta","Hadena confusa","Hadena perplexa","Hadula trifolii","Hecatera bicolorata","Hepialus fusconebulosus","Hepialus ganna","Hepialus hecta","Hepialus humuli","Hepialus sylvinus","Herminia grisealis","Herminia tarsicrinalis","Herminia tarsipennalis","Heterothera serraria","Hillia iris","Hoplodrina blanda","Hoplodrina octogenaria","Horisme tersata","Hydraecia micacea","Hydraecia nordstroemi","Hydrelia flammeolaria","Hydrelia sylvata","Hydriomena furcata","Hydriomena impluviata","Hydriomena ruberata","Hylaea fasciaria","Hyles gallii","Hypena crassalis","Hypena proboscidalis","Hypena rostralis","Hypenodes humidalis","Hypomecis punctinalis","Hypomecis roboraria","Hyppa rectilinea","Idaea aversata","Idaea biselata","Idaea deversaria","Idaea dimidiata","Idaea emarginata","Idaea humiliata","Idaea pallidata","Idaea straminata","Idaea sylvestraria","Ipimorpha retusa","Ipimorpha subtusa","Jodis lactearia","Jodis putata","Lacanobia contigua","Lacanobia oleracea","Lacanobia suasa","Lacanobia thalassina","Lampropteryx otregiata","Lampropteryx suffumata","Laothoe amurensis","Laothoe populi","Larentia clavaria","Lasiocampa quercus","Lasionycta imbecilla","Lasionycta proxima","Laspeyria flexula","Leucodonta bicoloria","Leucoma salicis","Lithomoia solidaginis","Lithophane consocia","Lithophane furcifera","Lithophane hepatica","Lithophane lamda","Lobophora halterata","Lomaspilis marginata","Lomographa bimaculata","Lomographa temerata","Lycia hirtaria","Lycia pomonaria","Lycophotia porphyrea","Lygephila craccae","Lygephila pastinum","Lygephila viciae","Lymantria monacha","Macaria alternata","Macaria brunneata","Macaria liturata","Macaria loricaria","Macaria notata","Macaria signaria","Macaria wauaria","Macdunnoughia confusa","Macrochilo cribrumalis","Macrothylacia rubi","Mamestra brassicae","Martania taeniata","Meganola strigula","Melanchra persicariae","Melanchra pisi","Mesapamea secalella","Mesapamea secalis","Mesoleuca albicillata","Mesoligia furuncula","Mesoligia literosa","Mesotype didymata","Mesotype parallelolineata","Miltochrista miniata","Mimas tiliae","Mniotype adusta","Mniotype satura","Moma alpium","Mythimna comma","Mythimna conigera","Mythimna ferrago","Mythimna impura","Mythimna obsoleta","Mythimna pallens","Mythimna straminea","Naenia typica","Noctua fimbriata","Noctua pronuba","Nola aerugula","Nola confusalis","Nola cucullatella","Nonagria typhae","Notodonta dromedarius","Notodonta torva","Notodonta tritophus","Notodonta ziczac","Nudaria mundana","Nycteola degenerana","Nycteola revayana","Ochropacha duplaris","Ochropleura plecta","Ochyria quadrifasiata","Odezia atrata","Odontopera bidentata","Odontosia carmelita","Odontosia sieversi","Oligia latruncula","Oligia strigilis","Operophtera brumata","Operophtera fagata","Opisthograptis luteolata","Orgyia antiqua","Orthonama vittatum","Orthosia cerasi","Orthosia cruda","Orthosia gothica","Orthosia gracilis","Orthosia incerta","Orthosia opima","Orthosia populeti","Panolis flammea","Panthea coenobita","Papestra biren","Paracolax tristalis","Paradarisa consonaria","Paradrina clavipalpis","Paradrina selini","Parascotia fuliginaria","Parastichtis suspecta","Pasiphila chloerata","Pasiphila debiliata","Pasiphila rectangulata","Pelosia muscerda","Pelurga comitata","Perconia strigillaria","Peribatodes secundarius","Perizoma affinitatum","Perizoma albulatum","Perizoma alchemillatum","Perizoma bifaciatum","Perizoma blandiatum","Perizoma flavofasciatum","Perizoma hydratum","Petrophora chlorosata","Phalera bucephala","Pheosia gnoma","Pheosia tremula","Phigalia pilosaria","Photedes minima","Phragmatobia fuliginosa","Phyllodesma ilicifolium","Plagodis dolabraria","Plagodis pulveraria","Platyperigea montana","Plemyria rubiginata","Plusia festucae","Plusia putnami subsp. gracilis","Poecilocampa populi","Polia bombycina","Polia nebulosa","Polia trimaculosa","Polychrysia moneta","Polypogon strigilatus","Polypogon tentacularius","Protodeltote pygarga","Protolampra sobrina","Proxenus lepigone","Pseudeustrotia candidula","Pseudoips prasinanus","Pterapherapteryx sexalata","Pterostoma palpinum","Ptilodon capucinus","Pygaera timon","Pyrrhia umbra","Rheumaptera hastata","Rheumaptera undulata","Rhizedra lutosa","Rhodostrophia vibicaria","Rhyparia purpurata","Rivula sericealis","Rusina ferruginea","Saturnia pavonia","Schrankia costaestrigalis","Scoliopteryx libatrix","Scopula floslactata","Scopula immorata","Scopula immutata","Scopula incanata","Scopula ternata","Scotopteryx chenopodiata","Sedina pygmina","Selenia dentaria","Selenia lunularia","Selenia tetralunaria","Setina irrorella","Sideridis reticulata","Sideridis rivularis","Simyra albovenosa","Siona lineata","Smerinthus ocellatus","Spargania luctuata","Sphinx ligustri","Sphinx pinastri","Spilosoma lubricipedum","Spilosoma luteum","Staurophora celsia","Stauropus fagi","Syngrapha interrogationis","Tethea ocularis","Tethea or","Tetheella fluctuosa","Thalera fimbrialis","Thera cognata","Thera firmata","Thera juniperata","Thera obeliscata","Thera variata","Thetidia smaragdaria","Tholera cespitis","Tholera decimalis","Thumatha senex","Thyatira batis","Tiliacea aurago","Tiliacea citrago","Timandra comai","Timandra griseata","Trachea atriplicis","Trichiura crataegi","Trichopteryx carpinata","Trichopteryx polycommata","Triphosa dubitata","Trisateles emortualis","Venusia blomeri","Venusia cambrica","Xanthia icteritia","Xanthia togata","Xanthorhoe annotinata","Xanthorhoe biriviata","Xanthorhoe decoloraria","Xanthorhoe designata","Xanthorhoe ferrugata","Xanthorhoe fluctuata","Xanthorhoe montanata","Xanthorhoe spadicearia","Xestia alpicola","Xestia baja","Xestia c-nigrum","Xestia castanea","Xestia collina","Xestia sexstrigata","Xestia speciosa","Xestia triangulum","Xestia xanthographa","Xylena vetusta"
"moth_dec_3_SB_SampleID_1",289419.000007555,6639974.00000525,1998,829.075767517091,5.62499999999999,104,-0.480833333333333,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1
"moth_dec_3_SB_SampleID_2",289419.000005773,6639974.00000927,1999,758.394857406616,6.48333333432674,106,0.390833333333333,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
"moth_dec_3_SB_SampleID_3",289419.000008638,6639974.00000597,2000,747.103494644165,7.3083332994332,58,0.206666666666667,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0
"moth_dec_3_SB_SampleID_4",289419.000000641,6639974.00000685,2001,824.185962677002,6.2083333649983,93,-0.1825,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1
"moth_dec_3_SB_SampleID_5",289419.000002993,6639974.00000455,2002,535.807788848877,6.26666649679343,97,0.0391666666666667,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0
"moth_dec_3_SB_SampleID_6",289419.00000524,6639974.00000753,2003,527.124726295471,5.59166673819224,100,0.0975,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0
"moth_dec_3_SB_SampleID_7",289419.000000733,6639974.00000031,2004,857.448600769043,6.24166659017404,111,0.2425,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0
