"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Agrostis capillaris","Betula pubescens","Calamagrostis arundinacea","Calamagrostis epigejos","Calluna vulgaris","Carex globularis","Deschampsia flexuosa","Dryopteris carthusiana","Empetrum nigrum","Epilobium angustifolium","Equisetum sylvaticum","Gymnocarpium dryopteris","Juniperus communis","Ledum palustre","Linnaea borealis","Luzula pilosa","Lycopodium annotinum","Maianthemum bifolium","Melampyrum pratense","Melampyrum sylvaticum","Orthilia secunda","Picea abies","Pinus sylvestris","Populus tremula","Rubus saxatilis","Salix phylicifolia","Solidago virgaurea","Sorbus aucuparia","Trientalis europaea","Vaccinium myrtillus","Vaccinium uliginosum","Vaccinium vitis-idaea"
"plant_dec_3_MB_SampleID_29",260930,6967580,2006,582.718111038208,4.8583332846562,144,-0.2075,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_3_MB_SampleID_30",276920,6982770,2006,544.789674758911,4.89166664580504,134,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"plant_dec_3_MB_SampleID_31",324900,6982770,2006,532.243344306945,4.31666656521458,150,-0.2075,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"plant_dec_3_MB_SampleID_32",340890,6982770,2006,530.397150993347,4.21666667362054,150,-0.2075,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
"plant_dec_3_MB_SampleID_33",372880,6982770,2006,536.100750923157,3.99166663984457,148,-0.2075,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
"plant_dec_3_MB_SampleID_34",388870,6982770,2006,545.645482063293,3.94999996821085,144,-0.2075,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1
"plant_dec_3_MB_SampleID_35",596790,6982770,2006,712.857534408569,3.23333345477779,164,-0.2075,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1
"plant_dec_3_MB_SampleID_36",708750,6982770,2006,761.329758644104,2.78333324939012,171,-0.2075,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
"plant_dec_3_MB_SampleID_37",308910,6983570,2006,516.761421203614,4.6166665678223,147,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
"plant_dec_3_MB_SampleID_38",356890,6998770,2006,524.129599571228,3.94999998311202,149,-0.2075,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_3_MB_SampleID_39",676760,6998770,2006,758.875227928162,2.70000003526608,171,-0.2075,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
"plant_dec_3_MB_SampleID_40",692750,6998770,2006,771.025995254517,2.74999994784593,170,-0.2075,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1
"plant_dec_3_MB_SampleID_41",308910,6999170,2006,517.581707954407,4.63333332786958,148,-0.2075,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1
"plant_dec_3_MB_SampleID_42",324900,6999170,2006,519.109468460083,4.57500006755193,148,-0.2075,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_3_MB_SampleID_43",388870,6999170,2006,550.040880203247,3.80833330750465,156,-0.2075,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1
"plant_dec_3_MB_SampleID_44",308910,7014760,2006,539.493665695191,4.5833333581686,150,-0.2075,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_3_MB_SampleID_45",324900,7014760,2006,531.872132301331,4.48333331942557,150,-0.2075,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"plant_dec_3_MB_SampleID_46",404870,7014760,2006,562.81583404541,3.94999992847443,158,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
"plant_dec_3_MB_SampleID_47",660760,7014760,2006,730.953598976135,2.75000003476939,171,-0.2075,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1
"plant_dec_3_MB_SampleID_48",676760,7014760,2006,774.228699684143,2.60833331942559,174,-0.2075,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1
"plant_dec_3_MB_SampleID_49",692750,7014760,2006,781.009386062623,2.6333333849907,175,-0.2075,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"plant_dec_3_MB_SampleID_50",708750,7014760,2006,819.594596862793,2.46666665375233,179,-0.2075,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1
"plant_dec_3_MB_SampleID_51",340890,7015160,2006,526.775805473328,4.35833331135412,150,-0.2075,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1
"plant_dec_3_MB_SampleID_52",596790,7015160,2006,739.907898902894,2.71666661898295,167,-0.2075,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_3_MB_SampleID_53",356890,7015560,2006,543.936074256897,3.89166662593682,157,-0.2075,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
"plant_dec_3_MB_SampleID_54",420860,7015560,2006,581.108005523682,3.83333322405815,166,-0.2075,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
"plant_dec_3_MB_SampleID_55",372880,7015960,2006,546.415440559387,3.82499988377094,156,-0.2075,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"plant_dec_3_MB_SampleID_56",292910,7030750,2006,555.018447875976,4.8083333770434,141,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_3_MB_SampleID_57",564800,7030750,2006,686.399662971497,2.97500009089709,169,-0.2075,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
"plant_dec_3_MB_SampleID_58",580800,7030760,2006,714.229755401611,2.78333334624767,165,-0.2075,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
"plant_dec_3_MB_SampleID_59",676760,7030760,2006,774.293820381164,2.59166672825813,180,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_3_MB_SampleID_60",692750,7030760,2006,781.499160766601,2.49166667958099,180,-0.2075,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_3_MB_SampleID_61",404870,7031150,2006,592.899913787842,3.59166663388411,161,-0.2075,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
"plant_dec_3_MB_SampleID_62",628780,7031160,2006,749.94221496582,2.75000010679165,180,-0.2075,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1
"plant_dec_3_MB_SampleID_63",308910,7046750,2006,579.103562355041,4.49999998509884,148,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"plant_dec_3_MB_SampleID_64",404870,7046750,2006,593.770521163941,3.49999995653827,160,-0.2075,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_3_MB_SampleID_65",436850,7046750,2006,630.3482837677,3.52499995256464,172,-0.2075,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"plant_dec_3_MB_SampleID_66",564800,7046750,2006,677.79443359375,2.92499999205272,170,-0.2075,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1
"plant_dec_3_MB_SampleID_67",596790,7046750,2006,712.297170639038,2.75833340485891,172,-0.2075,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
"plant_dec_3_MB_SampleID_68",628780,7046750,2006,778.321604728698,2.64166657874981,184,-0.2075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"plant_dec_3_MB_SampleID_69",660760,7046750,2006,801.831590652466,2.56666668256123,182,-0.2075,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1
"plant_dec_3_MB_SampleID_70",308910,7062740,2006,575.82329750061,4.5500000839432,146,-0.2075,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
"plant_dec_3_MB_SampleID_71",388870,7062740,2006,588.292695999146,3.5083333104849,169,-0.2075,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
"plant_dec_3_MB_SampleID_72",628780,7062740,2006,886.159296035767,2.41666673620542,185,-0.2075,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1
"plant_dec_3_MB_SampleID_73",292910,7063140,2006,547.173312187195,4.86666662494341,138,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1
"plant_dec_3_MB_SampleID_74",372880,7063140,2006,635.967971801758,3.641666640838,158,-0.2075,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
"plant_dec_3_MB_SampleID_75",532820,7063140,2006,688.101217269898,3.10833329334855,170,-0.2075,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
"plant_dec_3_MB_SampleID_76",340890,7063540,2006,630.178782463074,4.07499995206794,147,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1
"plant_dec_3_MB_SampleID_77",356890,7078730,2006,635.42822265625,3.77500003576279,150,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1
"plant_dec_3_MB_SampleID_78",436850,7078740,2006,672.141990661621,3.18333332116406,171,-0.2075,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"plant_dec_3_MB_SampleID_79",452850,7078740,2006,682.513706207275,3.1500000593563,163,-0.2075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"plant_dec_3_MB_SampleID_80",468840,7078740,2006,674.522673606872,3.10833338399728,166,-0.2075,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1
"plant_dec_3_MB_SampleID_81",500830,7078740,2006,647.452535629273,3.05833329260349,172,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_3_MB_SampleID_82",516820,7078740,2006,659.389064788818,3.00000008692345,173,-0.2075,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
"plant_dec_3_MB_SampleID_83",548810,7078740,2006,688.284208297729,2.85000002880892,178,-0.2075,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
