"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Andromeda polifolia","Betula nana","Betula pubescens","Calluna vulgaris","Carex globularis","Deschampsia flexuosa","Empetrum nigrum","Epilobium angustifolium","Equisetum sylvaticum","Juniperus communis","Ledum palustre","Linnaea borealis","Luzula pilosa","Lycopodium annotinum","Melampyrum pratense","Melampyrum sylvaticum","Picea abies","Pinus sylvestris","Populus tremula","Rubus chamaemorus","Solidago virgaurea","Sorbus aucuparia","Trientalis europaea","Vaccinium myrtillus","Vaccinium uliginosum","Vaccinium vitis-idaea"
"plant_dec_2_NB_SampleID_148",375880,7581730,1995,693.327210903168,-1.908333192269,223,-0.0808333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"plant_dec_2_NB_SampleID_149",503830,7581730,1995,775.380237579345,-1.19999998807907,222,-0.0808333333333333,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
"plant_dec_2_NB_SampleID_150",535810,7581730,1995,764.29733467102,-1.07499996821086,219,-0.0808333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_151",535810,7582330,1995,764.29733467102,-1.07499996821086,219,-0.0808333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_152",343890,7582930,1995,665.441124916077,-1.87499999999999,225,-0.0808333333333333,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_153",375880,7582930,1995,693.327210903168,-1.908333192269,223,-0.0808333333333333,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_154",439850,7582930,1995,771.329883575439,-1.72500002384186,221,-0.0808333333333333,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"plant_dec_2_NB_SampleID_155",503830,7582930,1995,775.380237579345,-1.19999998807907,222,-0.0808333333333333,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_156",535810,7582930,1995,764.29733467102,-1.07499996821086,219,-0.0808333333333333,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
"plant_dec_2_NB_SampleID_157",519820,7605720,1995,754.556708335876,-1.08333322405814,216,-0.0808333333333333,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_158",519820,7606320,1995,754.556708335876,-1.08333322405814,216,-0.0808333333333333,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_159",551810,7606320,1995,736.560680389404,-0.958333303531008,219,-0.0808333333333333,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_160",551810,7606920,1995,746.685656547547,-1.04166666666667,220,-0.0808333333333333,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_161",439850,7629710,1995,700.372473716736,-1.85833335916201,226,-0.0808333333333333,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_162",471840,7629710,1995,726.836534976959,-1.55000005165737,221,-0.0808333333333333,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_163",503830,7629710,1995,749.794943809509,-1.27499989668527,219,-0.0808333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_164",439850,7630310,1995,700.372473716736,-1.85833335916201,226,-0.0808333333333333,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_165",471840,7630310,1995,726.836534976959,-1.55000005165737,221,-0.0808333333333333,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"plant_dec_2_NB_SampleID_166",535810,7630310,1995,703.876845359803,-0.900000025828683,220,-0.0808333333333333,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_167",567800,7630310,1995,738.23300075531,-0.949999998013185,218,-0.0808333333333333,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_168",471840,7630910,1995,726.836534976959,-1.55000005165737,221,-0.0808333333333333,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"plant_dec_2_NB_SampleID_169",503830,7630910,1995,749.794943809509,-1.27499989668527,219,-0.0808333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_170",535810,7630910,1995,703.876845359803,-0.900000025828683,220,-0.0808333333333333,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_171",455850,7653700,1995,718.086926460266,-1.8083333770434,224,-0.0808333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_172",487830,7653700,1995,730.712439775468,-1.29166664679844,219,-0.0808333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_173",551810,7653700,1995,706.263518333434,-1.05000000198682,220,-0.0808333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_174",455850,7654300,1995,718.086926460266,-1.8083333770434,224,-0.0808333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_175",487830,7654300,1995,730.712439775468,-1.29166664679844,219,-0.0808333333333333,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_176",551810,7654300,1995,706.263518333434,-1.05000000198682,220,-0.0808333333333333,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1
"plant_dec_2_NB_SampleID_177",455850,7654900,1995,718.086926460266,-1.8083333770434,224,-0.0808333333333333,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_178",487830,7654900,1995,730.712439775468,-1.29166664679844,219,-0.0808333333333333,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"plant_dec_2_NB_SampleID_179",551810,7654900,1995,706.263518333434,-1.05000000198682,220,-0.0808333333333333,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_180",535810,7677690,1995,664.27073764801,-1.30833331743876,220,-0.0808333333333333,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_181",535810,7678290,1995,664.27073764801,-1.30833331743876,220,-0.0808333333333333,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_182",567800,7678290,1995,712.571386337281,-1.34166663885117,223,-0.0808333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_2_NB_SampleID_183",503830,7678890,1995,688.027621269226,-1.65833336114883,220,-0.0808333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_184",503830,7726270,1995,734.586931228638,-1.89166676998138,219,-0.0808333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"plant_dec_2_NB_SampleID_185",567800,7726870,1995,671.480754852295,-1.41666666666667,225,-0.0808333333333333,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
