"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Andromeda polifolia","Betula nana","Betula pubescens","Calluna vulgaris","Carex globularis","Deschampsia flexuosa","Empetrum nigrum","Epilobium angustifolium","Equisetum sylvaticum","Geranium sylvaticum","Juniperus communis","Ledum palustre","Linnaea borealis","Luzula pilosa","Lycopodium annotinum","Melampyrum pratense","Picea abies","Pinus sylvestris","Populus tremula","Rubus chamaemorus","Solidago virgaurea","Sorbus aucuparia","Trientalis europaea","Vaccinium microcarpon","Vaccinium myrtillus","Vaccinium uliginosum","Vaccinium vitis-idaea"
"plant_dec_1_NB_SampleID_80",407870,7438990,1985,586.206467151642,-3.00833333532016,203,-0.183333333333333,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_81",439850,7438990,1985,606.430994987488,-3.07500000794729,204,-0.183333333333333,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_82",471840,7438990,1985,677.821413040162,-3.17500006159146,204,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_83",391870,7461780,1985,632.518723964691,-3.2999999175469,203,-0.183333333333333,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_84",455850,7461780,1985,624.435415267944,-3.32500002284844,204,-0.183333333333333,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_85",487830,7461780,1985,627.905674934388,-3.35000005364419,206,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"plant_dec_1_NB_SampleID_86",583790,7461780,1985,559.649261474609,-4.04999990016221,224,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"plant_dec_1_NB_SampleID_87",391870,7462380,1985,632.518723964691,-3.2999999175469,203,-0.183333333333333,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
"plant_dec_1_NB_SampleID_88",423860,7462380,1985,592.006594657898,-3.1333332459132,204,-0.183333333333333,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_89",487830,7462380,1985,627.905674934388,-3.35000005364419,206,-0.183333333333333,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_90",583790,7462380,1985,559.649261474609,-4.04999990016221,224,-0.183333333333333,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1
"plant_dec_1_NB_SampleID_91",391870,7462980,1985,632.518723964691,-3.2999999175469,203,-0.183333333333333,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1
"plant_dec_1_NB_SampleID_92",423860,7462980,1985,592.006594657898,-3.1333332459132,204,-0.183333333333333,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_93",583790,7462980,1985,559.649261474609,-4.04999990016221,224,-0.183333333333333,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1
"plant_dec_1_NB_SampleID_94",375880,7485770,1985,662.724442481995,-3.36666670938333,206,-0.183333333333333,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1
"plant_dec_1_NB_SampleID_95",407870,7485770,1985,613.729636192322,-3.0833332935969,204,-0.183333333333333,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_96",471840,7485770,1985,582.753532409668,-3.49166665971279,205,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_97",503830,7485770,1985,605.688593864441,-3.58333318432171,215,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
"plant_dec_1_NB_SampleID_98",535810,7485770,1985,671.718127250671,-3.57500011722247,212,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1
"plant_dec_1_NB_SampleID_99",375880,7486370,1985,662.724442481995,-3.36666670938333,206,-0.183333333333333,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1
"plant_dec_1_NB_SampleID_100",407870,7486370,1985,613.729636192322,-3.0833332935969,204,-0.183333333333333,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_101",471840,7486370,1985,582.753532409668,-3.49166665971279,205,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_102",503830,7486370,1985,605.688593864441,-3.58333318432171,215,-0.183333333333333,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_103",535810,7486370,1985,671.718127250671,-3.57500011722247,212,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_104",567800,7486370,1985,577.304542541504,-3.74999983112016,217,-0.183333333333333,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_105",599790,7486370,1985,585.989282608032,-4.20833347613612,222,-0.183333333333333,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_106",375880,7486970,1985,660.637493610382,-3.5166665116946,207,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_107",407870,7486970,1985,600.757511138916,-3.19166677693526,204,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_108",471840,7486970,1985,562.353539466858,-3.56666667262712,208,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_109",567800,7486970,1985,540.904087066651,-3.74999985098838,215,-0.183333333333333,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_110",599790,7486970,1985,574.787569046021,-3.95833345750969,222,-0.183333333333333,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1
"plant_dec_1_NB_SampleID_111",359880,7509760,1985,712.696435928345,-3.73333333308498,205,-0.183333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_112",391870,7509760,1985,632.707910060883,-3.64166678177813,217,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_113",455850,7509760,1985,528.934221744537,-3.73333323374391,217,-0.183333333333333,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1
"plant_dec_1_NB_SampleID_114",519820,7509760,1985,591.586266994476,-3.78333314632376,213,-0.183333333333333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
"plant_dec_1_NB_SampleID_115",551810,7509760,1985,539.180605888367,-3.82500003961226,214,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_116",583790,7509760,1985,508.291723251343,-3.74166649952529,222,-0.183333333333333,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_117",359880,7510360,1985,712.696435928345,-3.73333333308498,205,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_118",423860,7510360,1985,545.641829013824,-3.44999993840854,216,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_119",487830,7510360,1985,569.573981285095,-3.67499995231627,210,-0.183333333333333,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1
"plant_dec_1_NB_SampleID_120",519820,7510360,1985,591.586266994476,-3.78333314632376,213,-0.183333333333333,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
"plant_dec_1_NB_SampleID_121",551810,7510360,1985,539.180605888367,-3.82500003961226,214,-0.183333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_122",583790,7510360,1985,508.291723251343,-3.74166649952529,222,-0.183333333333333,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_123",423860,7510960,1985,545.641829013824,-3.44999993840854,216,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1
"plant_dec_1_NB_SampleID_124",455850,7510960,1985,528.934221744537,-3.73333323374391,217,-0.183333333333333,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1
"plant_dec_1_NB_SampleID_125",519820,7510960,1985,591.586266994476,-3.78333314632376,213,-0.183333333333333,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_126",551810,7510960,1985,539.180605888367,-3.82500003961226,214,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_127",583790,7510960,1985,508.291723251343,-3.74166649952529,222,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_128",503830,7533750,1985,582.920724391937,-3.8583333392938,219,-0.183333333333333,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
"plant_dec_1_NB_SampleID_129",535810,7533750,1985,552.96465587616,-3.76666674017905,222,-0.183333333333333,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_130",599790,7533750,1985,521.257850646973,-3.47500004743536,221,-0.183333333333333,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_131",375880,7534350,1985,636.559808254242,-3.68333342050514,215,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_132",535810,7534350,1985,552.96465587616,-3.76666674017905,222,-0.183333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_133",567800,7534350,1985,474.629490852356,-3.70000005761784,215,-0.183333333333333,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_134",599790,7534350,1985,521.257850646973,-3.47500004743536,221,-0.183333333333333,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_135",407870,7534950,1985,609.555635929108,-3.55000019818544,217,-0.183333333333333,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_136",439850,7534950,1985,565.56088924408,-3.65833337604999,219,-0.183333333333333,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_137",535810,7534950,1985,552.96465587616,-3.76666674017905,222,-0.183333333333333,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_138",599790,7534950,1985,521.257850646973,-3.47500004743536,221,-0.183333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_139",359880,7557740,1985,626.947309970856,-3.98333325485388,232,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_140",455850,7557740,1985,616.823768138886,-3.84166652771333,219,-0.183333333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_141",551810,7557740,1985,538.406847953796,-3.59999988724788,224,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_142",423860,7558340,1985,626.388905525207,-3.84999992263813,219,-0.183333333333333,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"plant_dec_1_NB_SampleID_143",519820,7558340,1985,629.519545555115,-3.6500000283122,224,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_144",551810,7558340,1985,538.406847953796,-3.59999988724788,224,-0.183333333333333,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1
"plant_dec_1_NB_SampleID_145",583790,7558340,1985,493.13261795044,-3.29166669026017,221,-0.183333333333333,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
"plant_dec_1_NB_SampleID_146",455850,7558940,1985,616.823768138886,-3.84166652771333,219,-0.183333333333333,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_147",487830,7558940,1985,618.52790927887,-3.72500015919408,223,-0.183333333333333,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_148",551810,7558940,1985,538.406847953796,-3.59999988724788,224,-0.183333333333333,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_149",375880,7581730,1985,606.346607208252,-4.13333341479301,232,-0.183333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"plant_dec_1_NB_SampleID_150",503830,7581730,1985,660.484900474549,-3.26666661351919,223,-0.183333333333333,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
"plant_dec_1_NB_SampleID_151",535810,7581730,1985,586.232625007629,-3.19166666083038,225,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_152",535810,7582330,1985,586.232625007629,-3.19166666083038,225,-0.183333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"plant_dec_1_NB_SampleID_153",343890,7582930,1985,623.551885128021,-4.23333331942559,232,-0.183333333333333,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"plant_dec_1_NB_SampleID_154",375880,7582930,1985,606.346607208252,-4.13333341479301,232,-0.183333333333333,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"plant_dec_1_NB_SampleID_155",439850,7582930,1985,597.271787166595,-3.94166664530834,223,-0.183333333333333,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
"plant_dec_1_NB_SampleID_156",503830,7582930,1985,660.484900474549,-3.26666661351919,223,-0.183333333333333,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
