"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Alces alces","Gulo gulo","Lepus timidus","Lutra lutra","Mustela erminea","Mustela nivalis","Neovison vison","Sciurus vulgaris","Vulpes lagopus","Vulpes vulpes"
"mammals_dec_2_NB_SampleID_15",631880,7233500,1993,682.871477603912,0.0833333532015399,217,0.179166666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_16",631880,7233500,1995,714.196796417236,1.05000003178915,218,-0.0808333333333333,0,1,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_17",596650,7240020,1989,736.233362197876,2.30833321002623,187,0.701666666666667,1,0,1,0,0,0,0,0,0,0
"mammals_dec_2_NB_SampleID_18",596650,7240020,1990,589.112685203552,1.07500004271667,183,0.594166666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_19",596650,7240020,1992,789.942501068115,0.900000015894568,216,0.580833333333333,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_20",596650,7240020,1993,704.258763313294,0.0666666328906932,220,0.179166666666667,0,0,1,0,0,0,1,0,0,1
"mammals_dec_2_NB_SampleID_21",604400,7243730,1989,733.743097305298,2.38333331545194,188,0.701666666666667,1,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_22",604400,7243730,1991,857.962560653686,0.591666681692005,192,0.268333333333333,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_23",604400,7243730,1993,684.641983032226,0.125000049670542,218,0.179166666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_24",604400,7243730,1994,674.155827999115,0.424999997019759,210,0.575833333333333,1,0,1,0,0,1,1,0,1,1
"mammals_dec_2_NB_SampleID_25",604400,7243730,1995,666.746925354004,1.03333334128063,213,-0.0808333333333333,0,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_26",604400,7243730,1997,719.319675445556,0.4249999721845,229,-0.156666666666667,1,0,1,0,0,1,0,1,1,1
"mammals_dec_2_NB_SampleID_27",582610,7245130,1989,849.980907440185,2.30000003551444,187,0.701666666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_28",582610,7245130,1990,653.742393493652,1.09166669473053,184,0.594166666666667,0,0,1,0,0,0,1,0,0,1
"mammals_dec_2_NB_SampleID_29",582610,7245130,1991,906.957483291626,0.558333393186335,197,0.268333333333333,1,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_30",582610,7245130,1992,863.131992340087,0.891666650772097,217,0.580833333333333,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_31",582610,7245130,1993,733.156326293945,0.108333408832547,221,0.179166666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_32",582610,7245130,1994,709.2351770401,0.400000043834246,202,0.575833333333333,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_33",582610,7245130,1995,709.47339630127,0.975000053644175,213,-0.0808333333333333,0,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_34",562960,7251130,1989,941.482715606689,2.36666668641071,180,0.701666666666667,0,0,1,0,0,0,1,0,0,1
"mammals_dec_2_NB_SampleID_35",610970,7253350,1990,540.80780506134,0.958333331470685,176,0.594166666666667,0,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_36",610970,7253350,1991,845.373161315918,0.400000087295973,195,0.268333333333333,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_37",610970,7253350,1992,769.779933929443,0.808333396911623,216,0.580833333333333,1,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_38",610970,7253350,1994,664.967420578003,0.291666694606342,213,0.575833333333333,0,0,1,0,0,0,1,0,0,1
"mammals_dec_2_NB_SampleID_39",610970,7253350,1995,655.720886230469,0.883333310484879,215,-0.0808333333333333,1,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_40",610970,7253350,1997,719.717777252197,0.275000015894571,229,-0.156666666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_41",622800,7256180,1989,743.920375823974,2.24166667833925,186,0.701666666666667,1,0,0,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_42",622800,7256180,1990,553.449280738831,0.99166664294898,184,0.594166666666667,1,0,1,0,0,1,1,1,0,1
"mammals_dec_2_NB_SampleID_43",622800,7256180,1991,828.506427764893,0.449999950205288,196,0.268333333333333,1,0,1,0,0,1,0,1,1,1
"mammals_dec_2_NB_SampleID_44",622800,7256180,1992,766.522005081177,0.850000063578285,216,0.580833333333333,1,0,1,0,0,0,0,0,0,0
"mammals_dec_2_NB_SampleID_45",622800,7256180,1993,679.500292778015,-0.016666670640315,218,0.179166666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_46",622800,7256180,1995,669.10019493103,0.924999962250383,215,-0.0808333333333333,1,0,1,0,0,0,1,1,1,1
"mammals_dec_2_NB_SampleID_47",622800,7256180,1996,801.638196945191,0.433333317438766,211,-0.214166666666667,1,0,1,0,0,0,0,0,1,1
"mammals_dec_2_NB_SampleID_48",622800,7256180,1997,721.490728378296,0.291666616996125,229,-0.156666666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_49",599520,7256240,1990,553.72360086441,0.966666696593168,174,0.594166666666667,1,0,1,1,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_50",599520,7256240,1991,860.096501350404,0.425000031789139,194,0.268333333333333,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_51",599520,7256240,1992,791.091933250427,0.791666686534885,216,0.580833333333333,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_52",599520,7256240,1996,825.741893768311,0.441666642824811,209,-0.214166666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_53",558720,7256750,1990,685.296552181244,1.20833327621222,176,0.594166666666667,0,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_54",558720,7256750,1991,889.937490463257,0.608333314458539,185,0.268333333333333,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_55",558720,7256750,1993,747.731389045715,0.233333398898447,215,0.179166666666667,0,0,1,0,0,1,0,0,0,1
"mammals_dec_2_NB_SampleID_56",558720,7256750,1995,715.968263626099,1.00833320617677,213,-0.0808333333333333,0,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_57",558720,7256750,1996,803.377317428589,0.641666611035655,197,-0.214166666666667,0,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_58",554870,7261250,1997,809.389854431152,0.425000011920931,228,-0.156666666666667,0,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_59",592840,7263840,1989,822.884918212891,2.2083332973222,192,0.701666666666667,0,0,1,0,0,1,0,1,1,0
"mammals_dec_2_NB_SampleID_60",592840,7263840,1990,594.093031406403,0.999999886999528,181,0.594166666666667,0,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_61",592840,7263840,1991,848.148325920105,0.408333331346508,196,0.268333333333333,0,0,1,0,0,0,0,1,0,0
"mammals_dec_2_NB_SampleID_62",592840,7263840,1992,857.348974227906,0.783333281675977,216,0.580833333333333,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_63",592840,7263840,1993,715.074469566345,1.19209289106692e-07,228,0.179166666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_64",592840,7263840,1994,685.414911270141,0.258333353325728,215,0.575833333333333,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_65",592840,7263840,1995,668.538007736206,0.866666619976363,213,-0.0808333333333333,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_66",592840,7263840,1996,824.644645690918,0.425000041723254,212,-0.214166666666667,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_67",592840,7263840,1997,773.108903884888,0.291666676600766,230,-0.156666666666667,0,0,1,0,0,1,0,1,0,0
"mammals_dec_2_NB_SampleID_68",532590,7271550,1990,694.176130771637,1.3583333492279,186,0.594166666666667,1,0,1,0,0,1,0,1,1,1
"mammals_dec_2_NB_SampleID_69",532590,7271550,1991,853.862524032593,0.708333343267444,196,0.268333333333333,1,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_70",532590,7271550,1992,1009.57563591003,1.07500012715657,224,0.580833333333333,1,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_71",532590,7271550,1993,750.19393825531,0.408333212137221,220,0.179166666666667,0,0,1,0,0,0,0,0,1,1
"mammals_dec_2_NB_SampleID_72",532590,7271550,1994,694.666410446167,0.524999865020319,204,0.575833333333333,0,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_73",532590,7271550,1995,744.839639663697,1.05000001937151,217,-0.0808333333333333,1,0,1,0,0,1,0,0,1,1
"mammals_dec_2_NB_SampleID_74",532590,7271550,1996,744.715824127197,0.741666664679845,206,-0.214166666666667,1,0,1,0,0,0,0,0,1,1
"mammals_dec_2_NB_SampleID_75",532590,7271550,1997,783.402984619141,0.616666773955032,225,-0.156666666666667,1,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_76",550650,7271590,1993,760.539293289185,0.158333311478294,215,0.179166666666667,0,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_77",550650,7271590,1994,719.003935813904,0.325000037749609,193,0.575833333333333,0,0,1,0,0,1,0,0,0,0
"mammals_dec_2_NB_SampleID_78",550650,7271590,1996,808.726729393005,0.541666726271302,195,-0.214166666666667,0,0,1,0,0,0,0,1,0,0
"mammals_dec_2_NB_SampleID_79",550650,7271590,1997,790.141256332397,0.425000051657358,224,-0.156666666666667,0,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_80",610780,7273380,1989,797.263597488403,1.96666670838991,187,0.701666666666667,0,0,1,0,0,1,0,1,1,0
"mammals_dec_2_NB_SampleID_81",610780,7273380,1990,564.480788230896,0.741666696344812,181,0.594166666666667,0,0,1,0,0,1,0,1,1,1
"mammals_dec_2_NB_SampleID_82",610780,7273380,1991,809.722327232361,0.166666621963186,198,0.268333333333333,0,0,1,0,0,1,0,1,1,0
"mammals_dec_2_NB_SampleID_83",610780,7273380,1992,842.841905593871,0.575000087420146,216,0.580833333333333,0,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_84",610780,7273380,1993,694.500761985779,-0.208333412806192,228,0.179166666666667,0,0,1,0,0,1,0,0,1,1
"mammals_dec_2_NB_SampleID_85",610780,7273380,1994,685.210350513458,0.0916665631035948,218,0.575833333333333,0,0,1,0,0,0,0,0,1,0
"mammals_dec_2_NB_SampleID_86",610780,7273380,1995,677.881639480591,0.649999906619391,215,-0.0808333333333333,0,0,1,0,0,0,0,0,1,0
"mammals_dec_2_NB_SampleID_87",610780,7273380,1997,783.900079727173,0.0666666626930251,229,-0.156666666666667,0,0,1,0,0,1,0,1,1,1
"mammals_dec_2_NB_SampleID_88",618130,7274420,1991,786.767864227295,0.258333240946138,196,0.268333333333333,1,0,1,1,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_89",618130,7274420,1992,808.625427246095,0.666666626930234,216,0.580833333333333,1,0,1,1,0,0,1,1,1,1
"mammals_dec_2_NB_SampleID_90",618130,7274420,1993,670.621578216553,-0.125000079472862,220,0.179166666666667,0,0,1,0,0,0,1,0,0,1
"mammals_dec_2_NB_SampleID_91",618130,7274420,1994,669.301325798035,0.183333285773796,216,0.575833333333333,1,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_92",618130,7274420,1995,670.984565734863,0.758333320418987,215,-0.0808333333333333,0,0,1,1,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_93",618130,7274420,1996,804.390014648437,0.324999968210848,212,-0.214166666666667,1,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_94",618130,7274420,1997,763.896919250488,0.150000065565108,229,-0.156666666666667,1,0,1,1,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_95",563160,7274600,1989,973.367507934569,2.19166675706704,165,0.701666666666667,1,0,1,0,0,1,0,1,0,0
"mammals_dec_2_NB_SampleID_96",563160,7274600,1990,721.365501642227,1.08333342894912,176,0.594166666666667,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_97",563160,7274600,1991,866.516910552979,0.424999978393319,183,0.268333333333333,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_98",563160,7274600,1992,1000.57353019714,0.825000027815497,216,0.580833333333333,0,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_99",563160,7274600,1993,759.610994338989,0.0750000476837192,215,0.179166666666667,0,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_100",563160,7274600,1994,721.843402862549,0.258333355188378,192,0.575833333333333,0,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_101",563160,7274600,1995,713.98412322998,0.841666638851171,209,-0.0808333333333333,0,0,1,0,0,1,0,0,0,1
"mammals_dec_2_NB_SampleID_102",563160,7274600,1996,834.512221336365,0.433333347241084,195,-0.214166666666667,0,0,1,0,0,0,0,1,0,0
"mammals_dec_2_NB_SampleID_103",563160,7274600,1997,787.426527023316,0.324999988079066,221,-0.156666666666667,0,0,1,0,0,1,0,1,1,1
"mammals_dec_2_NB_SampleID_104",522310,7280030,1990,683.092936515808,1.40833334128062,188,0.594166666666667,1,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_105",522310,7280030,1991,833.633464813232,0.750000049670537,199,0.268333333333333,1,0,1,0,0,0,0,0,1,1
"mammals_dec_2_NB_SampleID_106",522310,7280030,1992,1025.42831230164,1.1583333214124,224,0.580833333333333,1,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_107",522310,7280030,1993,741.529992103577,0.483333279689158,221,0.179166666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_108",522310,7280030,1995,745.951942443848,1.06666674961646,217,-0.0808333333333333,1,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_109",522310,7280030,1996,712.513240814209,0.758333315451932,215,-0.214166666666667,1,0,1,1,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_110",612150,7285110,1989,771.702980041504,1.90000012516975,188,0.701666666666667,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_111",612150,7285110,1991,781.580553054809,0.0916666860381755,200,0.268333333333333,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_112",612150,7285110,1992,871.153238296508,0.516666730244956,216,0.580833333333333,0,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_113",612150,7285110,1993,683.78488445282,-0.249999960263575,228,0.179166666666667,0,0,1,0,0,1,0,0,0,1
"mammals_dec_2_NB_SampleID_114",612150,7285110,1994,692.073196411133,0.066666656484215,218,0.575833333333333,0,0,1,0,0,1,0,0,0,1
"mammals_dec_2_NB_SampleID_115",612150,7285110,1995,683.268198013306,0.591666628917064,215,-0.0808333333333333,0,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_116",612150,7285110,1997,787.384233474732,0.0166665911674516,231,-0.156666666666667,0,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_117",520350,7288550,1992,1024.09408760071,1.23333330949148,224,0.580833333333333,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_118",520350,7288550,1993,724.055541038513,0.541666656732559,221,0.179166666666667,1,0,1,0,0,0,1,1,1,1
"mammals_dec_2_NB_SampleID_119",520350,7288550,1995,731.48992729187,1.10833336412907,217,-0.0808333333333333,0,0,1,1,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_120",520350,7288550,1996,696.295511245728,0.791666676600773,215,-0.214166666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_121",540550,7290270,1989,968.291524887085,2.09166669597229,185,0.701666666666667,1,0,1,0,0,1,0,1,1,1
"mammals_dec_2_NB_SampleID_122",540550,7290270,1990,708.692772865295,1.0499999585251,189,0.594166666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_123",540550,7290270,1991,870.735136032104,0.366666651020453,209,0.268333333333333,0,0,1,0,0,0,0,1,0,0
"mammals_dec_2_NB_SampleID_124",540550,7290270,1994,752.608074188232,0.283333305269481,212,0.575833333333333,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_125",540550,7290270,1995,772.556922912598,0.77500002582868,217,-0.0808333333333333,0,0,1,0,0,1,0,0,1,1
"mammals_dec_2_NB_SampleID_126",540550,7290270,1996,784.581558227538,0.458333363135668,215,-0.214166666666667,1,0,1,0,0,1,1,1,1,1
"mammals_dec_2_NB_SampleID_127",540550,7290270,1997,787.463108062744,0.291666616996138,232,-0.156666666666667,1,0,1,0,0,1,0,1,1,1
"mammals_dec_2_NB_SampleID_128",563240,7292900,1989,923.618017196656,1.91666669646899,189,0.701666666666667,0,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_129",563240,7292900,1990,708.301331520081,0.791666608924666,189,0.594166666666667,1,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_130",502510,7294470,1994,637.010446548462,0.783333413302895,199,0.575833333333333,0,0,1,1,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_131",502510,7294470,1995,710.151623725891,1.22500008717179,215,-0.0808333333333333,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_132",502510,7294470,1996,631.956234931946,0.93333326776822,204,-0.214166666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_133",599150,7295880,1989,757.798143386841,1.88333332538604,191,0.701666666666667,0,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_134",524260,7300250,1990,687.793513298035,1.12499997516474,189,0.594166666666667,1,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_135",524260,7300250,1991,850.28483581543,0.433333342274031,207,0.268333333333333,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_136",524260,7300250,1993,751.27160358429,0.191666622956592,222,0.179166666666667,1,0,1,0,0,0,1,0,0,1
"mammals_dec_2_NB_SampleID_137",524260,7300250,1994,740.98269367218,0.333333275591336,212,0.575833333333333,0,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_138",524260,7300250,1995,775.490629196167,0.800000091393794,217,-0.0808333333333333,1,0,1,0,0,0,0,0,1,1
"mammals_dec_2_NB_SampleID_139",512790,7300700,1990,657.01113319397,1.50833334028721,187,0.594166666666667,0,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_140",512790,7300700,1991,792.888439178467,0.825000022848449,200,0.268333333333333,0,0,1,0,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_141",512790,7300700,1993,713.092593193054,0.58333330353101,221,0.179166666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_142",512790,7300700,1995,724.311325073242,1.08333330104748,217,-0.0808333333333333,0,0,0,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_143",512790,7300700,1996,663.161266326904,0.775000005960451,214,-0.214166666666667,1,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_144",512790,7300700,1997,711.272836685181,0.683333337306986,222,-0.156666666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_145",497890,7301240,1990,657.828948020935,1.5499998976787,186,0.594166666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_146",497890,7301240,1991,786.050415039062,0.850000108281767,199,0.268333333333333,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_147",497890,7301240,1992,1019.4362487793,1.27499997615814,224,0.580833333333333,1,0,1,1,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_148",497890,7301240,1993,713.703057289124,0.658333400885264,221,0.179166666666667,0,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_149",497890,7301240,1994,647.663238525391,0.674999988327436,202,0.575833333333333,0,0,1,1,0,1,0,1,0,1
"mammals_dec_2_NB_SampleID_150",497890,7301240,1995,717.328751564026,1.09166670590639,216,-0.0808333333333333,0,0,1,0,0,0,0,0,1,1
"mammals_dec_2_NB_SampleID_151",497890,7301240,1997,705.258346557617,0.708333253860482,222,-0.156666666666667,0,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_152",633850,7302390,1989,583.23924446106,1.75000006953875,189,0.701666666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_153",633850,7302390,1990,524.807880401611,0.483333379030234,182,0.594166666666667,1,0,1,0,0,0,0,0,1,1
"mammals_dec_2_NB_SampleID_154",633850,7302390,1991,757.878233909606,-0.0916667332251952,208,0.268333333333333,1,0,1,0,0,0,0,0,1,1
"mammals_dec_2_NB_SampleID_155",633850,7302390,1992,836.12385559082,0.358333329359687,218,0.580833333333333,0,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_156",633850,7302390,1993,634.689054012299,-0.391666650772094,219,0.179166666666667,1,0,1,0,0,0,0,0,0,1
"mammals_dec_2_NB_SampleID_157",633850,7302390,1995,713.380358695984,0.458333263794587,217,-0.0808333333333333,1,0,1,0,0,0,1,0,0,1
"mammals_dec_2_NB_SampleID_158",633850,7302390,1996,779.801090240479,0.108333279689153,220,-0.214166666666667,1,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_159",633850,7302390,1997,717.342447280884,-0.13333334525427,234,-0.156666666666667,1,0,1,0,0,0,1,0,1,1
"mammals_dec_2_NB_SampleID_160",620830,7306660,1989,629.507555007935,1.81666675209999,191,0.701666666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_161",620830,7306660,1990,482.713258266449,0.58333326069017,184,0.594166666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_162",620830,7306660,1991,721.891334533691,-0.00833323597907305,201,0.268333333333333,1,0,1,0,0,0,0,1,1,1
"mammals_dec_2_NB_SampleID_163",620830,7306660,1992,866.308261871338,0.408333241939547,218,0.580833333333333,0,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_164",620830,7306660,1993,629.04075717926,-0.324999829133358,220,0.179166666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_165",620830,7306660,1995,693.996613502502,0.500000049670536,216,-0.0808333333333333,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_166",620830,7306660,1997,729.807094573974,-0.0666666130224942,233,-0.156666666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_167",573220,7309620,1989,875.662757873534,1.82499997814497,196,0.701666666666667,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_168",573220,7309620,1990,668.121856689453,0.700000041474895,189,0.594166666666667,0,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_169",565120,7311080,1990,668.121856689453,0.700000041474895,189,0.594166666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_170",565120,7311080,1991,859.583059310912,0.00833334028721181,213,0.268333333333333,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_171",565120,7311080,1992,1095.91475486755,0.491666754086813,224,0.580833333333333,0,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_172",598960,7311660,1989,717.715194702149,1.71666669845581,188,0.701666666666667,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_173",598960,7311660,1990,494.111772537231,0.525000000993408,183,0.594166666666667,0,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_174",598960,7311660,1991,725.792980194092,-0.108333304524433,207,0.268333333333333,0,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_175",598960,7311660,1992,1018.54709625244,0.341666638851162,214,0.580833333333333,0,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_176",598960,7311660,1993,641.270616531372,-0.366666555404667,229,0.179166666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_177",491100,7312240,1992,1005.19627571106,1.38333336512248,217,0.580833333333333,0,0,1,0,0,0,1,1,0,1
"mammals_dec_2_NB_SampleID_178",491100,7312240,1993,695.577549934387,0.783333361148829,215,0.179166666666667,1,0,1,0,0,0,0,1,0,1
"mammals_dec_2_NB_SampleID_179",491100,7312240,1994,618.045338153839,0.774999948839354,197,0.575833333333333,1,0,1,0,0,1,1,0,1,1
"mammals_dec_2_NB_SampleID_180",491100,7312240,1995,687.502115249634,1.14166673769553,212,-0.0808333333333333,0,0,1,0,0,0,1,0,0,1
"mammals_dec_2_NB_SampleID_181",491100,7312240,1996,591.980834960937,0.850000063578292,198,-0.214166666666667,0,0,1,0,0,0,1,1,0,1
