"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Alces alces","Canis lupus","Capreolus capreolus","Felis catus","Gulo gulo","Lepus europaeus","Lepus timidus","Lutra lutra","Lynx lynx","Mustela erminea","Mustela nivalis","Neovison vison","Nyctereutes procyonoides","Odocoileus virginianus","Rangifer tarandus fennicus","Sciurus vulgaris","Vulpes lagopus","Vulpes vulpes"
"mammals_dec_3_MB_SampleID_92",331300,6929220,2001,713.863273620605,3.09999986489614,165,-0.1825,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_93",331300,6929220,2006,515.398616790772,4.29999988464018,143,-0.2075,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_94",403820,6929800,1999,760.704275131226,3.39999984080593,159,0.390833333333333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_95",403820,6929800,2006,657.603267669678,3.91666656732559,157,-0.2075,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_96",424790,6930360,2002,744.106170654298,3.30833326776822,188,0.0391666666666667,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_97",424790,6930360,2007,786.842689514159,4.1333332794408,118,0.173333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"mammals_dec_3_MB_SampleID_98",360560,6930660,2004,869.932234764098,3.30833341677983,155,0.2425,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_99",229340,6930880,2003,659.575130462646,4.03333332637945,143,0.0975,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
"mammals_dec_3_MB_SampleID_100",229340,6930880,2006,684.903342247009,5.06666658322017,145,-0.2075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_101",319760,6933070,2006,537.348884582519,4.38333332352341,143,-0.2075,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_102",282720,6933870,2000,871.062595367432,4.96666672825813,122,0.206666666666667,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"mammals_dec_3_MB_SampleID_103",383990,6934770,2002,858.954629898071,3.13333332538605,184,0.0391666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_104",383990,6934770,2006,690.481580734253,3.88333334525426,157,-0.2075,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_105",365760,6937010,1998,946.736235618592,2.28333336611589,179,-0.480833333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"mammals_dec_3_MB_SampleID_106",248220,6939600,2001,788.406469345093,3.44166668256124,155,-0.1825,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1
"mammals_dec_3_MB_SampleID_107",248220,6939600,2006,595.956919670105,4.75833340982596,142,-0.2075,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_108",303860,6939600,1999,695.301950454712,3.56666662295659,140,0.390833333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"mammals_dec_3_MB_SampleID_109",303860,6939600,2000,859.141005516052,4.87499998509883,121,0.206666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_110",303860,6939600,2005,793.430907964706,4.35000004371007,140,-0.2675,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_111",328790,6940030,2001,728.900554656982,3.06666656335195,161,-0.1825,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_112",328790,6940030,2003,542.434787750244,3.4416666328907,131,0.0975,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_113",328790,6940030,2007,761.175783157349,4.17500010256965,95,0.173333333333333,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"mammals_dec_3_MB_SampleID_114",273590,6940880,2002,677.698773145676,3.85833323995273,165,0.0391666666666667,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
"mammals_dec_3_MB_SampleID_115",273590,6940880,2003,618.913760662079,3.75000001490116,143,0.0975,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_116",234230,6941440,2007,1016.66286468506,4.65833333134652,92,0.173333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_117",412180,6942020,2005,911.185407161713,4.02499997615814,155,-0.2675,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
"mammals_dec_3_MB_SampleID_118",388110,6944290,1998,900.17336654663,2.26666675508022,178,-0.480833333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_119",388110,6944290,2003,875.224515914916,3.08333334326744,156,0.0975,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_120",388110,6944290,2005,933.829025745392,3.8666667342186,155,-0.2675,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1
"mammals_dec_3_MB_SampleID_121",296860,6944750,2001,735.709949493408,3.29166653752326,163,-0.1825,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0
"mammals_dec_3_MB_SampleID_122",296860,6944750,2006,582.339303016663,4.59166678041221,140,-0.2075,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_123",228940,6946430,2002,726.84137392044,4.19999990860621,138,0.0391666666666667,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
"mammals_dec_3_MB_SampleID_124",254120,6948520,2002,648.100303173065,3.94166671733062,159,0.0391666666666667,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_125",283010,6949730,1998,882.983807563782,3.05000008145968,139,-0.480833333333333,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_126",283010,6949730,2004,716.25289773941,4.2333333392938,128,0.2425,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_127",283010,6949730,2006,579.325510978698,4.67499982317289,141,-0.2075,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_128",297060,6950540,2000,828.666588783265,4.93333328266938,123,0.206666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_129",282680,6952390,1999,617.176012039185,3.77500023444494,137,0.390833333333333,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_130",282680,6952390,2000,857.943128585816,5.01666667560735,128,0.206666666666667,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_131",282680,6952390,2006,579.325510978698,4.67499982317289,141,-0.2075,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_132",393440,6954150,2000,841.944900512696,4.48333341876665,141,0.206666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
"mammals_dec_3_MB_SampleID_133",302030,6955030,1998,892.590660095214,2.89166672031085,166,-0.480833333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"mammals_dec_3_MB_SampleID_134",302030,6955030,1999,629.313405990601,3.64166664083799,137,0.390833333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_135",302030,6955030,2003,639.116879463196,3.65833339591821,123,0.0975,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_136",324190,6955170,2000,746.623147964477,4.74166670441627,127,0.206666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_MB_SampleID_137",264910,6955190,2000,845.373182296752,5.07500003278255,125,0.206666666666667,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0
"mammals_dec_3_MB_SampleID_138",291940,6956950,2004,681.096589565278,4.25833327571551,127,0.2425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_139",291940,6956950,2006,549.595791816712,4.70000003774961,141,-0.2075,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_140",255880,6958800,2001,838.880949020386,3.37500006953874,156,-0.1825,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_MB_SampleID_141",255880,6958800,2004,746.332952260971,4.341666807731,131,0.2425,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1
"mammals_dec_3_MB_SampleID_142",255880,6958800,2007,941.821943283081,4.49166676898797,98,0.173333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_143",260130,6958950,2000,845.096519470214,5.00833336015542,124,0.206666666666667,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_MB_SampleID_144",224890,6959590,2000,765.476528167724,5.29166667660077,107,0.206666666666667,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_145",224890,6959590,2003,456.238052845001,4.19166674713294,122,0.0975,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_146",382030,6963230,2007,875.612941741943,3.88333332786958,132,0.173333333333333,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_147",217520,6964240,1998,872.477303504945,3.67499995231629,126,-0.480833333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"mammals_dec_3_MB_SampleID_148",217520,6964240,2002,593.539445519447,4.4500000824531,131,0.0391666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_MB_SampleID_149",217520,6964240,2007,879.18966770172,4.98333331445853,75,0.173333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_MB_SampleID_150",245550,6965120,2000,832.889333724976,5.00833328068256,112,0.206666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
