"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Alces alces","Canis lupus","Capreolus capreolus","Felis catus","Lepus europaeus","Lepus timidus","Lutra lutra","Lynx lynx","Mustela erminea","Mustela nivalis","Neovison vison","Nyctereutes procyonoides","Odocoileus virginianus","Sciurus vulgaris","Vulpes lagopus","Vulpes vulpes"
"mammals_dec_3_SB_SampleID_150",387040,6701000,2006,584.564599990845,5.86666671435038,132,-0.2075,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
"mammals_dec_3_SB_SampleID_151",390450,6701530,2003,567.656948566437,4.94999996821085,129,0.0975,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_152",378530,6702160,2002,614.909687995911,5.24999994412065,188,0.0391666666666667,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_153",378530,6702160,2006,614.779367446899,5.83333339293799,139,-0.2075,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_154",333250,6702300,1998,958.690708160399,4.60833336909612,149,-0.480833333333333,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_155",333250,6702300,2002,718.841820716858,5.24166667213043,169,0.0391666666666667,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_156",333250,6702300,2003,629.00933933258,4.87499989072482,125,0.0975,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_157",333250,6702300,2007,1004.00075054169,5.95833322778344,87,0.173333333333333,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
"mammals_dec_3_SB_SampleID_158",398970,6702770,2003,599.132843494415,4.91666663686434,129,0.0975,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_159",369440,6703140,2006,658.527109146118,5.79166658719381,142,-0.2075,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_160",482680,6703600,2002,602.634473323822,5.11666651070118,175,0.0391666666666667,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_161",384210,6703890,2002,621.636055469513,5.30833323796589,181,0.0391666666666667,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_162",384210,6703890,2003,567.656948566437,4.94999996821085,129,0.0975,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_163",384210,6703890,2006,584.564599990845,5.86666671435038,132,-0.2075,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_164",401380,6704030,2001,881.180299758911,5.10833336909612,151,-0.1825,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_165",305850,6704320,2001,860.996322631836,5.12499987582365,154,-0.1825,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_166",447910,6704570,2003,769.393067359924,4.67500012119612,135,0.0975,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_167",391760,6705010,2006,584.564599990845,5.86666671435038,132,-0.2075,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_168",391760,6705010,2007,806.933043479919,6.09166666244468,86,0.173333333333333,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1
"mammals_dec_3_SB_SampleID_169",455750,6705080,2002,682.540490150452,4.91666666418315,174,0.0391666666666667,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_170",370730,6705220,2003,581.757177829742,4.90833325187365,132,0.0975,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_171",370730,6705220,2007,880.992531776428,5.94166667014362,89,0.173333333333333,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_172",382070,6705550,2001,857.35591506958,5.05833325783411,165,-0.1825,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_173",432900,6705940,1999,677.077036857605,5.38333335518837,151,0.390833333333333,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_174",285220,6706240,2007,949.062520980834,6.20000010356307,81,0.173333333333333,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_175",320620,6707150,2000,997.664855957032,6.17499999205271,100,0.206666666666667,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_176",320620,6707150,2004,1090.98800563812,4.94999998311201,140,0.2425,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
"mammals_dec_3_SB_SampleID_177",320620,6707150,2007,1009.14833641052,5.76666652907928,83,0.173333333333333,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_178",356250,6708060,2001,880.0876121521,4.81666654845078,146,-0.1825,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_179",390550,6708940,2001,847.54726600647,4.90833336611589,162,-0.1825,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_180",381100,6709160,2006,593.72438621521,5.59999989469847,137,-0.2075,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_181",411460,6709380,2003,623.019362926483,4.70833330353102,137,0.0975,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_182",396930,6710180,2001,872.934398651123,4.90000000099341,162,-0.1825,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_183",273180,6711150,2001,828.769649505616,5.34166666058203,147,-0.1825,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_184",360650,6712080,1998,991.106721878052,4.3166666229566,151,-0.480833333333333,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_185",360650,6712080,1999,683.181357383728,5.32499995827675,137,0.390833333333333,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_186",344160,6712310,2002,752.227398395539,5.09166660904883,162,0.0391666666666667,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_187",344160,6712310,2006,610.920305252076,5.72499994436899,138,-0.2075,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1
"mammals_dec_3_SB_SampleID_188",437700,6712410,1999,693.735736846924,5.19999993840853,152,0.390833333333333,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_189",437700,6712410,2001,853.671503067016,4.8583333392938,153,-0.1825,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_190",437700,6712410,2003,738.170237541199,4.6499999364217,136,0.0975,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_191",389550,6712460,2006,578.641422271729,5.65833324193955,139,-0.2075,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_192",389550,6712460,2007,781.018545150757,5.85000004371008,89,0.173333333333333,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_193",268710,6712690,2001,828.769649505616,5.34166666058203,147,-0.1825,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_194",425920,6714730,2004,1146.67651033402,4.85833332935969,151,0.2425,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_195",425920,6714730,2006,644.662950515747,5.5583333025376,140,-0.2075,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_196",282060,6715220,1999,753.8938331604,5.66666668653488,128,0.390833333333333,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_197",282060,6715220,2006,697.974378585816,6.04999993244807,135,-0.2075,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"mammals_dec_3_SB_SampleID_198",521640,6715530,2003,811.618217468261,4.62499999999999,128,0.0975,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_199",393820,6715910,2002,700.544249057769,5.02500009536743,184,0.0391666666666667,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_200",393820,6715910,2006,575.806791305542,5.62499989072483,138,-0.2075,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_201",329490,6716230,2001,875.570518493652,4.95000011473895,148,-0.1825,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_202",329490,6716230,2007,1014.89745616913,5.80833328515292,101,0.173333333333333,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_203",445260,6717270,1999,686.93122959137,5.1333333949248,152,0.390833333333333,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_204",445260,6717270,2000,835.560293197632,6.05833339318634,110,0.206666666666667,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1
"mammals_dec_3_SB_SampleID_205",494390,6717530,2000,868.460704803467,6.12500004159908,113,0.206666666666667,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_206",529310,6718330,2005,892.603719711303,5.28333322207133,129,-0.2675,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_207",227050,6719160,2002,731.104403972625,5.84166672825814,147,0.0391666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_208",227050,6719160,2003,636.531282901764,5.45833332836628,120,0.0975,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_209",268550,6719790,2004,820.362885475159,5.33333317190408,125,0.2425,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_210",268550,6719790,2005,770.841917514801,5.59166670838992,121,-0.2675,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_211",451520,6719930,2006,664.087899208069,5.41666678587595,136,-0.2075,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
"mammals_dec_3_SB_SampleID_212",300800,6720000,2007,896.623734474182,5.84166652336717,84,0.173333333333333,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1
"mammals_dec_3_SB_SampleID_213",377300,6720680,2001,845.271057128906,4.71666668852171,147,-0.1825,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_214",543800,6720760,1998,975.640987396239,3.85833328962326,156,-0.480833333333333,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_215",282440,6721390,1998,899.574693679809,4.60833335916201,123,-0.480833333333333,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_216",303430,6721410,2001,751.539180755615,5.0083333030343,146,-0.1825,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_217",323840,6722340,2003,645.209393978119,4.64999992648761,138,0.0975,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_218",432900,6723600,2002,730.579843044281,4.80000017086665,185,0.0391666666666667,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1
"mammals_dec_3_SB_SampleID_219",432900,6723600,2003,690.882725715637,4.59166681766511,136,0.0975,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_220",358430,6723930,1998,985.352090835573,4.19166672229768,164,-0.480833333333333,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
"mammals_dec_3_SB_SampleID_221",290210,6724670,2002,618.071841001511,5.25833321300646,136,0.0391666666666667,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_222",398450,6725010,2000,808.316860198974,6.01666674017907,121,0.206666666666667,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_223",398450,6725010,2003,596.56382226944,4.60833337903022,136,0.0975,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_224",305490,6725140,2002,590.497543334961,5.1166665367782,161,0.0391666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_225",305490,6725140,2003,583.769310235977,4.72499998410543,124,0.0975,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_226",410290,6725280,2002,736.738873958588,4.85000009089709,182,0.0391666666666667,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_227",410290,6725280,2003,629.352172374725,4.6000000834465,136,0.0975,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_228",410290,6725280,2007,760.576500892639,5.70833336313566,86,0.173333333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_229",423750,6725430,2007,870.443412780761,5.70833346247673,90,0.173333333333333,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_230",416610,6725830,1998,1023.50439834595,4.05833333730698,169,-0.480833333333333,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_231",426790,6726670,2002,730.579843044281,4.80000017086665,185,0.0391666666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_232",426790,6726670,2006,636.185506820679,5.44999989867211,136,-0.2075,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_233",292570,6726840,2000,954.026874542237,6.20833332339923,85,0.206666666666667,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_234",346220,6727000,2001,954.846202850341,4.74166664977868,155,-0.1825,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_235",346220,6727000,2006,625.001697540283,5.59166660904884,141,-0.2075,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_236",391570,6727230,2001,885.967807769776,4.62499998013179,156,-0.1825,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_237",455030,6727270,2000,841.685529708863,6.02500002396605,107,0.206666666666667,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_238",455030,6727270,2001,824.896306991577,4.73333324988683,141,-0.1825,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_239",455030,6727270,2006,654.035970687866,5.40000000844398,136,-0.2075,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_240",408580,6728200,2003,636.00062417984,4.55000005165735,136,0.0975,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_241",445320,6728490,2001,818.870672225952,4.76666656136513,137,-0.1825,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_242",445320,6728490,2002,667.380304336548,4.80833327521881,167,0.0391666666666667,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_243",445320,6728490,2007,945.448303222657,5.71666676799456,78,0.173333333333333,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1
"mammals_dec_3_SB_SampleID_244",397870,6728840,2002,710.237645626068,4.78333335121473,182,0.0391666666666667,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_245",397870,6728840,2006,587.417020797729,5.39999998609225,136,-0.2075,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_246",477930,6729290,2006,660.936367988587,5.42500000447036,139,-0.2075,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_247",477930,6729290,2007,975.364603042603,5.68333339691162,92,0.173333333333333,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_248",311260,6729840,2001,731.926834106446,4.8416666885217,148,-0.1825,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_249",311260,6729840,2005,775.207626342773,5.26666671037674,144,-0.2675,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_250",485620,6730660,2002,580.912810325622,4.90833348532518,170,0.0391666666666667,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1
"mammals_dec_3_SB_SampleID_251",400190,6731450,2002,710.237645626068,4.78333335121473,182,0.0391666666666667,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_252",400190,6731450,2003,604.132331371308,4.5750000377496,136,0.0975,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_253",400190,6731450,2006,587.417020797729,5.39999998609225,136,-0.2075,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1
"mammals_dec_3_SB_SampleID_254",373340,6732030,2001,943.092834472657,4.63333342472713,148,-0.1825,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_255",373340,6732030,2004,992.373963594438,4.67499995231629,150,0.2425,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_256",373340,6732030,2006,632.280649185181,5.45000014205774,136,-0.2075,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_257",389440,6732080,2003,564.486601352692,4.53333340088526,127,0.0975,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_258",389440,6732080,2004,1145.102632761,4.6333332657814,152,0.2425,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_259",508540,6732080,2001,807.628028869629,4.64166672031084,152,-0.1825,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_260",335260,6732330,2003,657.726744651794,4.59999998410543,140,0.0975,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_261",335260,6732330,2004,1133.59249687195,4.77500000596046,154,0.2425,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_262",483650,6733350,2000,837.701281547546,6.06666660308839,109,0.206666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_263",483650,6733350,2003,753.500071525574,4.61666662494341,135,0.0975,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_264",483650,6733350,2005,818.779940605163,5.35833340883254,139,-0.2675,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_265",410740,6734210,2006,595.432147026062,5.37500003973644,138,-0.2075,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_266",329690,6734290,2001,852.253465652466,4.79166659216085,156,-0.1825,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_267",400470,6734400,1999,648.774952888489,5.0500001013279,152,0.390833333333333,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_268",400470,6734400,2000,812.419132232666,5.94166673471531,122,0.206666666666667,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_269",400470,6734400,2003,604.132331371308,4.5750000377496,136,0.0975,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_270",400470,6734400,2005,737.439276218415,5.1333333949248,137,-0.2675,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
"mammals_dec_3_SB_SampleID_271",412760,6734690,2001,855.687383651734,4.6749999721845,161,-0.1825,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_272",291150,6734990,2001,720.456094741822,5.0083332931002,128,-0.1825,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_273",220930,6736440,2006,761.65891456604,6.53333330154419,123,-0.2075,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_274",454000,6736910,1998,997.84273147583,4.00833336512247,169,-0.480833333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_275",435630,6736950,2003,693.702888011932,4.46666667858759,132,0.0975,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"mammals_dec_3_SB_SampleID_276",229910,6737890,2006,768.040613174439,6.26666675011318,130,-0.2075,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_277",560150,6739720,2006,577.409671783447,4.94166677383086,147,-0.2075,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1
"mammals_dec_3_SB_SampleID_278",247920,6740040,2000,935.444479942321,6.35833334922791,98,0.206666666666667,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_279",408910,6740210,2006,612.938591957092,5.28333335369824,137,-0.2075,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"mammals_dec_3_SB_SampleID_280",389570,6740220,2007,740.452415466309,5.47499989966552,82,0.173333333333333,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_281",444070,6740990,2000,843.600885391236,5.95000006755193,109,0.206666666666667,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_282",534520,6741320,2004,1025.96754264832,4.50833332538605,148,0.2425,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_283",451020,6743230,2001,808.380374908448,4.66666656732558,144,-0.1825,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
"mammals_dec_3_SB_SampleID_284",266160,6743560,1999,722.175307273864,5.38333334525425,136,0.390833333333333,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_285",266160,6743560,2000,974.205303192139,6.2499999900659,100,0.206666666666667,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_286",266160,6743560,2002,662.698929786682,5.24999986464778,155,0.0391666666666667,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_287",266160,6743560,2004,802.134064674377,5.16666664183139,127,0.2425,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_288",266160,6743560,2007,827.410783290863,5.91666664679845,87,0.173333333333333,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_289",428770,6743710,2002,732.219745635985,4.64999993145466,157,0.0391666666666667,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_290",428770,6743710,2007,846.673629760742,5.49999995529651,87,0.173333333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_291",288580,6745380,2007,797.815563201904,5.77500003079574,72,0.173333333333333,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_292",195130,6745840,2001,774.671161651611,5.67499993741512,122,-0.1825,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_293",517500,6745960,2002,620.515875816345,4.57500002284845,171,0.0391666666666667,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_294",551520,6746190,2006,572.103712081909,4.96666658110916,146,-0.2075,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
"mammals_dec_3_SB_SampleID_295",344740,6748120,1998,979.792449951173,4.03333328167598,157,-0.480833333333333,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
"mammals_dec_3_SB_SampleID_296",344740,6748120,2001,900.350299835205,4.60833327968915,155,-0.1825,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_297",344740,6748120,2004,1091.32458877563,4.70833331843217,143,0.2425,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_3_SB_SampleID_298",344740,6748120,2007,832.756890296937,5.52499991158644,90,0.173333333333333,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"mammals_dec_3_SB_SampleID_299",227500,6749150,2003,571.592193603515,5.04999999205272,120,0.0975,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_300",442860,6749230,2006,633.332485198974,5.27499993269642,137,-0.2075,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_301",299290,6750690,2001,721.205045700073,4.74999996523062,146,-0.1825,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"mammals_dec_3_SB_SampleID_302",299290,6750690,2002,614.773846387863,4.95000002284844,157,0.0391666666666667,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"mammals_dec_3_SB_SampleID_303",299290,6750690,2006,629.516059875488,5.63333334525426,130,-0.2075,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_304",427720,6750900,2007,841.253171920777,5.44166657825311,90,0.173333333333333,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_3_SB_SampleID_305",456070,6751070,2001,804.121942520143,4.59166662891705,146,-0.1825,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_3_SB_SampleID_306",456070,6751070,2004,969.624408245085,4.56666666269302,141,0.2425,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
"mammals_dec_3_SB_SampleID_307",456070,6751070,2006,635.172684669495,5.34166674626369,136,-0.2075,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
"mammals_dec_3_SB_SampleID_308",358570,6752560,2002,727.926842689515,4.85833330949147,162,0.0391666666666667,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1
"mammals_dec_3_SB_SampleID_309",473940,6752820,2004,967.479148864746,4.64166671037675,156,0.2425,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
