"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Alces alces","Canis lupus","Capreolus capreolus","Felis catus","Gulo gulo","Lepus europaeus","Lepus timidus","Lutra lutra","Lynx lynx","Mustela erminea","Mustela nivalis","Neovison vison","Nyctereutes procyonoides","Odocoileus virginianus","Sciurus vulgaris","Vulpes lagopus","Vulpes vulpes"
"mammals_dec_4_SB_SampleID_827",331360,6918400,2009,541.508239746094,3.52500006059805,129,-0.243333333333333,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1
"mammals_dec_4_SB_SampleID_828",663010,6918460,2008,901.257713317872,4.36666657030583,149,-0.378333333333333,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1
"mammals_dec_4_SB_SampleID_829",663010,6918460,2013,844.124208450317,4.45000006755193,153,0.21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_830",663010,6918460,2015,798.185894012451,4.79999994238219,145,0.433333333333333,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
"mammals_dec_4_SB_SampleID_831",663010,6918460,2016,954.107378005981,3.92499988277752,164,-0.0383333333333333,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
"mammals_dec_4_SB_SampleID_832",559670,6919350,2009,659.074866294861,3.58333327372869,154,-0.243333333333333,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
"mammals_dec_4_SB_SampleID_833",695820,6919600,2008,970.472137451171,4.02500008046626,163,-0.378333333333333,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
"mammals_dec_4_SB_SampleID_834",695820,6919600,2010,731.130094528198,1.63333336512248,170,-1.1525,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
"mammals_dec_4_SB_SampleID_835",695820,6919600,2011,830.982273101807,3.90833332637947,147,0.293333333333333,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"mammals_dec_4_SB_SampleID_836",695820,6919600,2017,825.628499984741,3.28333342447877,183,0.225833333333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"mammals_dec_4_SB_SampleID_837",542660,6920950,2009,625.892848014832,3.68333335220814,155,-0.243333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_838",542660,6920950,2012,977.21662902832,3.20833326379458,160,-0.455833333333333,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_839",542660,6920950,2014,725.597780227661,5.27499996622403,106,0.186666666666667,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_840",525210,6921850,2017,739.978487014771,4.39999999602636,171,0.225833333333333,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
"mammals_dec_4_SB_SampleID_841",437130,6922390,2008,1055.50194740295,4.54166666480402,142,-0.378333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_842",437130,6922390,2010,671.468769073487,2.15000009536742,169,-1.1525,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_843",508010,6924770,2011,858.709119796752,4.63333328192433,143,0.293333333333333,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_844",508010,6924770,2013,800.948862075805,4.88333336015542,152,0.21,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
"mammals_dec_4_SB_SampleID_845",508010,6924770,2014,712.104626655578,5.03333335245649,109,0.186666666666667,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_846",508010,6924770,2015,790.704126358032,5.38333337691923,129,0.433333333333333,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1
"mammals_dec_4_SB_SampleID_847",508010,6924770,2016,881.971273422241,4.32500011722247,162,-0.0383333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"mammals_dec_4_SB_SampleID_848",214690,6925040,2011,881.363024711608,5.63333331545194,118,0.293333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
"mammals_dec_4_SB_SampleID_849",610170,6925290,2012,1016.31128692627,2.85833336909611,166,-0.455833333333333,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0
"mammals_dec_4_SB_SampleID_850",610170,6925290,2014,755.631902217866,4.92500011436642,158,0.186666666666667,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
"mammals_dec_4_SB_SampleID_851",610170,6925290,2015,804.529901504517,5.04166666356225,151,0.433333333333333,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
"mammals_dec_4_SB_SampleID_852",610170,6925290,2017,825.866449356079,3.80833336710929,196,0.225833333333333,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_853",603060,6925520,2009,695.325659751892,3.36666660507519,165,-0.243333333333333,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1
"mammals_dec_4_SB_SampleID_854",695680,6926920,2009,920.576141357422,2.68333334227403,168,-0.243333333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
"mammals_dec_4_SB_SampleID_855",682420,6927220,2013,830.215001106263,4.19999986886978,148,0.21,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1
"mammals_dec_4_SB_SampleID_856",337280,6928070,2009,574.040502548218,3.33333338300388,142,-0.243333333333333,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_4_SB_SampleID_857",337280,6928070,2012,981.612819671631,2.90833336114884,161,-0.455833333333333,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_858",212910,6929160,2011,807.960899353027,5.74166670441628,114,0.293333333333333,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1
"mammals_dec_4_SB_SampleID_859",212910,6929160,2013,792.526264190674,5.61666664977869,117,0.21,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
"mammals_dec_4_SB_SampleID_860",445430,6929220,2008,1015.6687746048,4.58333337927858,146,-0.378333333333333,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1
"mammals_dec_4_SB_SampleID_861",483940,6929430,2017,771.490808486938,4.19166676700115,169,0.225833333333333,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_862",670790,6929570,2017,783.919172286988,3.39166673024496,180,0.225833333333333,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0
"mammals_dec_4_SB_SampleID_863",556560,6932650,2009,647.743658065796,3.54166661699614,152,-0.243333333333333,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_864",556560,6932650,2015,881.611989974976,5.48333334922791,128,0.433333333333333,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_865",436770,6932770,2017,744.95704460144,3.98333331942558,167,0.225833333333333,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
"mammals_dec_4_SB_SampleID_866",586580,6935140,2008,971.138250350952,4.68333339691161,152,-0.378333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_867",586580,6935140,2015,854.968759536743,5.1583333114783,142,0.433333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"mammals_dec_4_SB_SampleID_868",627200,6936020,2012,985.59368133545,2.92500003427266,162,-0.455833333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_869",525290,6936140,2010,606.090360641479,2.45833335320155,166,-1.1525,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
"mammals_dec_4_SB_SampleID_870",525290,6936140,2017,744.542085647583,4.32499999056259,178,0.225833333333333,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1
"mammals_dec_4_SB_SampleID_871",608150,6936890,2008,884.417753219605,4.39999998609226,148,-0.378333333333333,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
"mammals_dec_4_SB_SampleID_872",608150,6936890,2011,761.287113189697,4.27500000223518,148,0.293333333333333,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"mammals_dec_4_SB_SampleID_873",505730,6938480,2011,861.628419876098,4.62499987706541,137,0.293333333333333,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
"mammals_dec_4_SB_SampleID_874",512660,6940240,2008,970.75598526001,4.62499996026357,149,-0.378333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_875",512660,6940240,2009,556.156709671021,3.49999998013179,157,-0.243333333333333,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_876",512660,6940240,2017,786.242816925049,4.10833342621723,175,0.225833333333333,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
"mammals_dec_4_SB_SampleID_877",600630,6944350,2009,678.892603874207,3.25833321114382,153,-0.243333333333333,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0
"mammals_dec_4_SB_SampleID_878",553770,6944940,2010,620.546649932861,2.40833310286204,163,-1.1525,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0
"mammals_dec_4_SB_SampleID_879",553770,6944940,2011,716.307949066162,4.71666664381822,142,0.293333333333333,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0
"mammals_dec_4_SB_SampleID_880",200350,6944970,2011,725.558634757995,5.85000000397364,113,0.293333333333333,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_4_SB_SampleID_881",684070,6946630,2010,720.657936096191,1.49166663487753,175,-1.1525,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
"mammals_dec_4_SB_SampleID_882",684070,6946630,2012,1085.10423469544,2.09166687354447,172,-0.455833333333333,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
"mammals_dec_4_SB_SampleID_883",482310,6949470,2016,800.631303787231,4.28333338101705,154,-0.0383333333333333,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_884",544720,6950380,2009,630.964725494385,3.44166668256123,159,-0.243333333333333,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0
"mammals_dec_4_SB_SampleID_885",544720,6950380,2017,838.916826248169,3.86666661997636,189,0.225833333333333,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1
"mammals_dec_4_SB_SampleID_886",629570,6950510,2009,767.74591255188,3.06666655652225,154,-0.243333333333333,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
"mammals_dec_4_SB_SampleID_887",434000,6951280,2008,1025.46391105652,4.50833334525426,147,-0.378333333333333,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_888",434000,6951280,2011,944.48634815216,4.63333334525427,138,0.293333333333333,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_889",434000,6951280,2015,845.819305419922,5.24999999006589,122,0.433333333333333,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_890",461400,6951510,2011,979.118474960327,4.48333340076109,139,0.293333333333333,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
"mammals_dec_4_SB_SampleID_891",595600,6951620,2011,724.66845703125,4.24999994846681,145,0.293333333333333,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
"mammals_dec_4_SB_SampleID_892",595600,6951620,2013,939.33954334259,4.60833329955736,156,0.21,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
"mammals_dec_4_SB_SampleID_893",592160,6951740,2015,820.238321304321,5.45833338300388,122,0.433333333333333,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_894",592160,6951740,2017,813.159734725952,4.05833334041138,177,0.225833333333333,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1
"mammals_dec_4_SB_SampleID_895",659770,6952910,2015,867.21222305298,4.4249999721845,162,0.433333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_896",503340,6954460,2008,945.901264190675,4.64999998857578,151,-0.378333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_897",526000,6954490,2016,900.337187767029,4.36666662494341,164,-0.0383333333333333,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_898",518390,6954920,2009,542.431681632996,3.46666666865349,158,-0.243333333333333,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0
"mammals_dec_4_SB_SampleID_899",653810,6957660,2017,746.174829483033,3.63333336698513,179,0.225833333333333,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
"mammals_dec_4_SB_SampleID_900",453940,6958530,2013,790.864723205566,4.7583333949248,147,0.21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_901",592570,6958620,2013,904.995761871337,4.69166667262713,156,0.21,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_902",592570,6958620,2015,869.413579940796,5.04999998708567,156,0.433333333333333,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_4_SB_SampleID_903",667840,6960500,2011,756.568870544434,3.90833338598409,150,0.293333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"mammals_dec_4_SB_SampleID_904",667840,6960500,2015,835.613037109374,4.62499996523063,142,0.433333333333333,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_905",553130,6962690,2010,615.173816680908,2.31666658322017,163,-1.1525,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
"mammals_dec_4_SB_SampleID_906",553130,6962690,2011,734.659484863281,4.61666669944922,140,0.293333333333333,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"mammals_dec_4_SB_SampleID_907",553130,6962690,2013,833.936084747315,5.04166675110659,150,0.21,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0
"mammals_dec_4_SB_SampleID_908",553130,6962690,2017,774.130794525146,4.14999999230106,171,0.225833333333333,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_909",595300,6962890,2010,562.762525558472,1.84166653951009,175,-1.1525,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_910",595300,6962890,2016,914.431310653687,4.02499999602635,171,-0.0383333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"mammals_dec_4_SB_SampleID_911",608040,6963250,2014,749.312355041503,4.76666670851409,129,0.186666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_912",608040,6963250,2015,849.651382446289,4.93333336214224,145,0.433333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_913",651120,6966590,2009,835.86372756958,2.758333320419,165,-0.243333333333333,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
"mammals_dec_4_SB_SampleID_914",651120,6966590,2011,742.339639663696,4.0166667389373,149,0.293333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"mammals_dec_4_SB_SampleID_915",651120,6966590,2016,912.695987701416,3.76666665077211,169,-0.0383333333333333,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0
"mammals_dec_4_SB_SampleID_916",550970,6968630,2010,648.447841644287,2.12500005960465,168,-1.1525,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"mammals_dec_4_SB_SampleID_917",550970,6968630,2012,990.590766906738,2.91666671137015,168,-0.455833333333333,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
"mammals_dec_4_SB_SampleID_918",550970,6968630,2013,854.865190505982,4.82500001788138,151,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_919",550970,6968630,2015,957.67267227173,5.08333332464099,155,0.433333333333333,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
"mammals_dec_4_SB_SampleID_920",471960,6970660,2017,805.196416854858,3.82499992474914,167,0.225833333333333,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
"mammals_dec_4_SB_SampleID_921",515160,6970810,2008,988.273656845092,4.44166674464941,151,-0.378333333333333,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_4_SB_SampleID_922",515160,6970810,2009,496.787917137146,3.39999999602636,153,-0.243333333333333,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_923",515160,6970810,2010,611.892425537109,2.15833328167597,165,-1.1525,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
"mammals_dec_4_SB_SampleID_924",525140,6971430,2009,555.004356384277,3.59166660904885,154,-0.243333333333333,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_925",675890,6971750,2011,739.446475982666,3.80833333730698,155,0.293333333333333,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
"mammals_dec_4_SB_SampleID_926",520980,6971780,2017,909.680109024049,3.69999999180436,191,0.225833333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_927",485340,6973240,2016,788.953275680543,4.30000001192093,151,-0.0383333333333333,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
"mammals_dec_4_SB_SampleID_928",609520,6973300,2017,837.499237060547,3.58333330353101,183,0.225833333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"mammals_dec_4_SB_SampleID_929",578680,6973510,2008,1044.56122589111,4.2166666785876,162,-0.378333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_930",644070,6976130,2011,772.900564193725,3.81666657080253,153,0.293333333333333,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"mammals_dec_4_SB_SampleID_931",644070,6976130,2016,935.144550323486,3.66666668653489,169,-0.0383333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_932",659950,6977530,2016,860.085712432861,3.76666673024496,173,-0.0383333333333333,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0
"mammals_dec_4_SB_SampleID_933",218690,6979180,2017,736.725382804871,4.87500001490117,133,0.225833333333333,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1
"mammals_dec_4_SB_SampleID_934",262830,6980850,2008,823.546072483062,5.15833335618178,131,-0.378333333333333,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
"mammals_dec_4_SB_SampleID_935",211680,6981170,2008,709.223265886307,5.88333346198002,59,-0.378333333333333,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
"mammals_dec_4_SB_SampleID_936",514790,6983990,2009,496.600987434387,3.54999994238218,152,-0.243333333333333,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_937",514790,6983990,2010,599.58554649353,2.26666669050852,164,-1.1525,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
"mammals_dec_4_SB_SampleID_938",618820,6984220,2013,905.420794487,4.23333328962324,155,0.21,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_4_SB_SampleID_939",491500,6984960,2008,1000.00451469421,4.4333332957079,154,-0.378333333333333,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1
"mammals_dec_4_SB_SampleID_940",491500,6984960,2016,819.00446987152,4.14166675011318,160,-0.0383333333333333,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
"mammals_dec_4_SB_SampleID_941",668250,6985780,2008,877.374698638915,3.82499992474914,162,-0.378333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_942",668250,6985780,2009,859.436595916748,2.53333328167598,167,-0.243333333333333,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
"mammals_dec_4_SB_SampleID_943",668250,6985780,2011,756.226469039917,3.76666663835446,153,0.293333333333333,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"mammals_dec_4_SB_SampleID_944",259580,6988280,2009,587.604420661926,4.43333330750465,134,-0.243333333333333,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1
"mammals_dec_4_SB_SampleID_945",259580,6988280,2017,716.087003707886,4.68333334724108,137,0.225833333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_4_SB_SampleID_946",524330,6989760,2010,634.972578048706,2.05833325783411,166,-1.1525,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_947",524330,6989760,2017,803.867475509643,3.8583333970358,180,0.225833333333333,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_4_SB_SampleID_948",431080,6990030,2008,987.711247444154,4.44166668256124,157,-0.378333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_949",556520,6992860,2009,623.1100730896,3.10000000894069,154,-0.243333333333333,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0
"mammals_dec_4_SB_SampleID_950",556520,6992860,2014,740.428357124328,4.7583334390074,129,0.186666666666667,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_951",556520,6992860,2015,912.796068191527,5.03333337356648,149,0.433333333333333,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_952",556520,6992860,2017,818.180341720581,3.67499997715155,182,0.225833333333333,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
"mammals_dec_4_SB_SampleID_953",579490,6993210,2008,1024.67341423035,3.92499998832742,164,-0.378333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_954",579490,6993210,2015,929.425148010253,4.54166666666668,164,0.433333333333333,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_955",579490,6993210,2017,865.48314857483,3.30000007152557,207,0.225833333333333,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
"mammals_dec_4_SB_SampleID_956",496380,6995010,2013,884.463235855103,4.60833321511746,164,0.21,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1
"mammals_dec_4_SB_SampleID_957",496380,6995010,2017,843.894287109375,3.77500005625189,194,0.225833333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_958",249090,6999290,2016,817.749358654022,4.85000005736947,129,-0.0383333333333333,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_959",469600,7000480,2016,851.539962768554,3.9416666229566,172,-0.0383333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_960",484610,7002340,2016,843.614590644837,4.00000005960464,167,-0.0383333333333333,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_961",494370,7002720,2013,928.948862075806,4.49166670938333,164,0.21,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_962",494370,7002720,2015,982.164943695068,4.95000000298024,164,0.433333333333333,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_963",522100,7003230,2014,764.984669685364,4.90000003762543,87,0.186666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_964",460390,7005820,2011,969.250698089598,4.39166675383845,145,0.293333333333333,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_965",460390,7005820,2017,763.853101730347,3.70833326441546,195,0.225833333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_966",460160,7009320,2012,1016.30019378662,2.49166655540466,174,-0.455833333333333,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_967",460160,7009320,2013,933.190557479858,4.44166667262713,164,0.21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_968",460160,7009320,2014,726.928955078125,4.60833338523905,165,0.186666666666667,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0
"mammals_dec_4_SB_SampleID_969",460160,7009320,2015,973.931343078613,4.67500006655852,168,0.433333333333333,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
"mammals_dec_4_SB_SampleID_970",414620,7009500,2010,729.349395751953,1.75833344459533,184,-1.1525,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"mammals_dec_4_SB_SampleID_971",534500,7009990,2014,793.64879322052,4.46666657552123,140,0.186666666666667,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
"mammals_dec_4_SB_SampleID_972",420050,7010850,2008,1051.30531597137,4.0833333308498,174,-0.378333333333333,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_973",420050,7010850,2011,907.493948936462,4.29166660209496,145,0.293333333333333,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
"mammals_dec_4_SB_SampleID_974",450270,7011780,2009,529.321043014526,3.26666665077209,153,-0.243333333333333,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1
"mammals_dec_4_SB_SampleID_975",237220,7015140,2017,664.640592575073,4.77500001341104,148,0.225833333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_4_SB_SampleID_976",537150,7015810,2016,853.813108444213,3.73333328962326,185,-0.0383333333333333,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"mammals_dec_4_SB_SampleID_977",524660,7019560,2011,882.57632446289,4.01666654522221,147,0.293333333333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"mammals_dec_4_SB_SampleID_978",524660,7019560,2017,872.682977676392,3.20833329732219,224,0.225833333333333,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1
"mammals_dec_4_SB_SampleID_979",266260,7022900,2016,824.396993637085,4.63333317637443,144,-0.0383333333333333,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_4_SB_SampleID_980",266260,7022900,2017,635.840931892395,4.53333339095115,157,0.225833333333333,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_4_SB_SampleID_981",555460,7023300,2009,607.786558151245,2.69999993654589,161,-0.243333333333333,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
