"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Alces alces","Canis lupus","Lepus europaeus","Lepus timidus","Lutra lutra","Lynx lynx","Mustela erminea","Mustela nivalis","Neovison vison","Nyctereutes procyonoides","Odocoileus virginianus","Sciurus vulgaris","Vulpes lagopus","Vulpes vulpes"
"mammals_dec_2_SB_SampleID_163",456070,6751070,1991,744.17438697815,4.83333325386047,138,0.268333333333333,1,0,0,1,0,0,0,1,0,1,0,1,0,1
"mammals_dec_2_SB_SampleID_164",456070,6751070,1997,621.917155265808,4.52499999602635,122,-0.156666666666667,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_165",391810,6752340,1993,705.297619819641,3.92499992251397,129,0.179166666666667,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_2_SB_SampleID_166",358570,6752560,1990,710.238815307617,5.42499992251396,121,0.594166666666667,0,0,1,1,0,1,0,1,0,1,1,1,0,1
"mammals_dec_2_SB_SampleID_167",358570,6752560,1992,724.480123519897,5.16666673496365,160,0.580833333333333,0,0,0,1,0,0,0,0,0,1,1,0,1,1
"mammals_dec_2_SB_SampleID_168",473940,6752820,1990,783.246839523316,5.44999997814496,106,0.594166666666667,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_169",473940,6752820,1995,737.727024078369,4.65833347042401,175,-0.0808333333333333,1,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_170",473940,6752820,1996,812.054388761521,3.43333339691162,144,-0.214166666666667,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_171",473940,6752820,1997,640.980051040649,4.4833334684372,166,-0.156666666666667,1,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_172",325200,6754530,1989,729.137630462646,5.95833334699273,126,0.701666666666667,1,0,0,1,0,0,0,1,1,0,0,1,1,1
"mammals_dec_2_SB_SampleID_173",325200,6754530,1992,759.173336029053,5.16666668280959,169,0.580833333333333,1,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_2_SB_SampleID_174",325200,6754530,1994,687.882313728333,3.99166658023992,140,0.575833333333333,1,0,0,1,0,1,0,0,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_175",325200,6754530,1996,784.407989501952,3.46666675806045,147,-0.214166666666667,1,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_2_SB_SampleID_176",400080,6754750,1993,714.888214588166,3.91666667660078,134,0.179166666666667,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_177",383900,6754850,1996,752.457296848298,3.43333327770233,142,-0.214166666666667,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_178",300030,6755430,1990,708.568225860596,5.55000004669031,138,0.594166666666667,0,0,1,1,0,0,0,1,0,0,1,1,0,1
"mammals_dec_2_SB_SampleID_179",300030,6755430,1994,648.798848032952,4.07499987632036,132,0.575833333333333,1,0,1,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_2_SB_SampleID_180",219840,6755480,1994,751.475297570228,4.57500004085401,106,0.575833333333333,1,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_181",362770,6755610,1990,710.238815307617,5.42499992251396,121,0.594166666666667,1,0,1,1,0,0,0,0,1,1,1,1,1,1
"mammals_dec_2_SB_SampleID_182",362770,6755610,1991,699.141268730164,4.83333335320155,128,0.268333333333333,1,0,1,1,0,0,0,0,1,0,1,1,1,1
"mammals_dec_2_SB_SampleID_183",517240,6756730,1989,654.617027282715,5.93333343416452,140,0.701666666666667,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_184",517240,6756730,1992,627.350047111511,4.82500006444753,177,0.580833333333333,1,0,0,1,1,0,0,0,1,0,0,1,1,1
"mammals_dec_2_SB_SampleID_185",517240,6756730,1995,748.547973632812,4.58333342770735,175,-0.0808333333333333,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_186",517240,6756730,1997,638.564626693725,4.27500015000502,139,-0.156666666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_2_SB_SampleID_187",504130,6759250,1990,834.339347839355,5.06666665896774,122,0.594166666666667,1,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_188",504130,6759250,1991,778.766130447387,4.56666672229767,132,0.268333333333333,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_189",504130,6759250,1993,562.417130470276,3.60833326975504,128,0.179166666666667,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_190",504130,6759250,1995,715.830251693725,4.49166665971279,176,-0.0808333333333333,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_191",504130,6759250,1997,608.621222496032,4.25000016391277,130,-0.156666666666667,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_192",399330,6759860,1991,729.165189743042,4.53333326180776,131,0.268333333333333,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_2_SB_SampleID_193",399330,6759860,1992,717.927322387696,4.83333334450921,184,0.580833333333333,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_194",441060,6760650,1997,750.037369728088,4.47499995430311,136,-0.156666666666667,1,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_195",441090,6760690,1991,744.339883804321,4.73333334922791,139,0.268333333333333,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_196",343860,6763720,1995,762.46985244751,4.7999999821186,166,-0.0808333333333333,1,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_197",501910,6764800,1990,833.408042907716,5.1416666439424,138,0.594166666666667,0,0,1,0,0,0,0,0,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_198",501910,6764800,1993,606.344593048096,3.64166658123334,145,0.179166666666667,1,0,0,1,0,0,1,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_199",414570,6765150,1992,719.874551773072,4.80833334041139,181,0.580833333333333,1,0,0,1,0,0,0,1,0,1,1,0,1,1
"mammals_dec_2_SB_SampleID_200",414570,6765150,1994,711.069102525711,3.6666667064031,146,0.575833333333333,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_201",414570,6765150,1995,646.311159133911,4.53333332637946,164,-0.0808333333333333,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_202",229150,6765810,1993,758.772790908813,4.70833337058623,85,0.179166666666667,1,0,0,1,0,0,1,0,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_203",229150,6765810,1994,718.186445444822,4.41666667039196,114,0.575833333333333,1,0,0,1,0,0,0,1,0,0,1,0,1,1
"mammals_dec_2_SB_SampleID_204",302600,6766850,1989,708.098543167114,5.89166654522221,106,0.701666666666667,1,0,0,1,0,0,0,0,0,0,1,0,1,1
"mammals_dec_2_SB_SampleID_205",193710,6767270,1989,741.386898040772,6.67499997218449,100,0.701666666666667,1,0,0,1,0,0,0,0,1,1,1,1,0,1
"mammals_dec_2_SB_SampleID_206",193710,6767270,1990,723.954471588135,6.45833344136676,80,0.594166666666667,1,0,0,1,0,0,0,1,1,0,0,1,1,1
"mammals_dec_2_SB_SampleID_207",253010,6768140,1994,641.449929475784,4.54166660333674,115,0.575833333333333,0,0,0,1,0,0,0,0,0,1,1,0,0,1
"mammals_dec_2_SB_SampleID_208",253010,6768140,1995,768.650543212891,5.44166659812131,141,-0.0808333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"mammals_dec_2_SB_SampleID_209",253010,6768140,1997,763.803416252136,5.47499987358847,119,-0.156666666666667,1,0,0,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_2_SB_SampleID_210",341240,6769060,1994,715.109571218491,3.90833330154419,135,0.575833333333333,1,0,0,1,0,1,0,0,0,0,1,1,1,0
"mammals_dec_2_SB_SampleID_211",341240,6769060,1995,823.994604110718,4.7583333949248,171,-0.0808333333333333,1,0,0,1,0,0,0,1,0,1,1,1,1,1
"mammals_dec_2_SB_SampleID_212",341240,6769060,1997,868.028034210206,4.59999989966551,147,-0.156666666666667,1,0,0,1,0,1,1,1,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_213",511290,6769140,1989,591.933864593506,5.84999994933605,132,0.701666666666667,1,0,0,1,0,1,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_214",511290,6769140,1990,792.120616912842,4.97500009151797,128,0.594166666666667,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_215",511290,6769140,1993,603.069266796112,3.51666667064031,143,0.179166666666667,1,0,0,1,0,0,0,1,0,1,0,1,0,1
"mammals_dec_2_SB_SampleID_216",284760,6769730,1989,699.264455795288,5.9249999045084,110,0.701666666666667,1,0,0,1,0,0,0,1,0,1,1,1,1,1
"mammals_dec_2_SB_SampleID_217",284760,6769730,1992,696.913459777832,5.15000001279017,144,0.580833333333333,1,0,1,1,0,0,0,0,0,1,1,1,0,1
"mammals_dec_2_SB_SampleID_218",284760,6769730,1995,838.274036407471,4.83333339045445,142,-0.0808333333333333,1,0,1,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_2_SB_SampleID_219",409330,6770460,1995,635.772811889649,4.5083334694306,160,-0.0808333333333333,1,0,1,1,1,0,0,1,0,1,0,0,1,1
"mammals_dec_2_SB_SampleID_220",409330,6770460,1996,795.85401916504,3.19166670242946,144,-0.214166666666667,1,0,0,1,1,0,0,1,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_221",371170,6770950,1991,675.236773490906,4.64166662096978,128,0.268333333333333,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_222",371170,6770950,1992,763.971505165101,4.98333333681027,168,0.580833333333333,1,0,0,1,0,0,0,0,0,0,1,0,0,1
"mammals_dec_2_SB_SampleID_223",238170,6771360,1992,705.663286685944,5.59166660780708,112,0.580833333333333,1,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_2_SB_SampleID_224",238170,6771360,1993,726.385183334351,4.71666660904884,87,0.179166666666667,1,0,1,1,0,0,0,1,1,0,1,1,1,1
"mammals_dec_2_SB_SampleID_225",238170,6771360,1996,672.394647598267,4.05833347638448,143,-0.214166666666667,1,0,1,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_2_SB_SampleID_226",491730,6771860,1990,772.414644241333,5.2000000209858,151,0.594166666666667,1,0,0,1,0,0,0,0,1,1,0,1,1,1
"mammals_dec_2_SB_SampleID_227",545770,6773140,1995,732.745445251465,4.62500000496705,174,-0.0808333333333333,0,0,0,1,1,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_228",545770,6773140,1996,833.978740692138,3.41666674613953,144,-0.214166666666667,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_229",594140,6773180,1991,915.749147415161,4.59999998410543,137,0.268333333333333,1,0,0,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_230",594140,6773180,1993,667.97359418869,3.24166657527288,142,0.179166666666667,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_231",594140,6773180,1996,778.849037647248,2.95833338300387,143,-0.214166666666667,0,0,0,1,0,0,0,0,1,0,0,1,1,1
"mammals_dec_2_SB_SampleID_232",431590,6773300,1990,789.199796676636,5.16666670391958,139,0.594166666666667,1,0,0,0,0,0,0,0,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_233",431590,6773300,1991,745.860912322998,4.64166669050853,132,0.268333333333333,1,0,0,0,0,0,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_234",431590,6773300,1992,743.200322151184,4.89166663711269,180,0.580833333333333,1,0,0,1,0,0,0,1,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_235",431590,6773300,1995,650.374614715576,4.6583331823349,160,-0.0808333333333333,1,0,1,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_236",215610,6773960,1994,719.878584146499,4.4416665583849,112,0.575833333333333,1,0,0,1,0,0,1,0,0,0,1,0,1,1
"mammals_dec_2_SB_SampleID_237",450790,6774840,1997,754.460422515868,4.39166669050852,140,-0.156666666666667,1,0,0,1,0,1,0,0,0,1,0,0,0,1
"mammals_dec_2_SB_SampleID_238",587290,6774890,1992,602.800407409668,4.69999987073243,186,0.580833333333333,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_239",588030,6775040,1995,708.364791870117,4.28333331644535,172,-0.0808333333333333,1,0,0,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_240",588030,6775040,1997,604.445095062256,3.90833336611589,149,-0.156666666666667,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_241",209330,6775460,1993,722.444315910339,4.93333322989444,83,0.179166666666667,1,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_242",209330,6775460,1996,694.265785694122,4.30000001192093,141,-0.214166666666667,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_243",304760,6775510,1994,687.164848923683,3.93333348135154,127,0.575833333333333,1,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_244",364850,6775570,1993,697.341720819474,3.9500000278155,128,0.179166666666667,1,0,1,1,0,0,0,1,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_245",364850,6775570,1995,803.540699005127,4.72499994436899,165,-0.0808333333333333,1,0,1,1,0,0,0,0,1,0,1,1,1,1
"mammals_dec_2_SB_SampleID_246",364850,6775570,1996,772.307997226714,3.35833328962326,143,-0.214166666666667,1,0,1,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_247",291460,6775900,1992,696.913459777832,5.15000001279017,144,0.580833333333333,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_248",291460,6775900,1996,703.449729919434,3.45833337306977,143,-0.214166666666667,0,0,1,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_2_SB_SampleID_249",374180,6776430,1996,779.440818786622,3.28333342075349,135,-0.214166666666667,1,0,0,1,0,0,0,0,0,1,1,0,0,1
"mammals_dec_2_SB_SampleID_250",466760,6776890,1989,698.008111953735,6.05833331743875,142,0.701666666666667,1,0,0,1,0,1,0,0,1,1,0,1,1,1
"mammals_dec_2_SB_SampleID_251",466760,6776890,1990,732.729116439819,5.24999999751647,145,0.594166666666667,1,0,0,1,0,1,0,1,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_252",331100,6777430,1993,670.428432703018,4.06666659315428,120,0.179166666666667,1,0,0,1,0,0,0,1,0,0,0,0,1,1
"mammals_dec_2_SB_SampleID_253",331100,6777430,1994,656.381860494614,3.90833347539108,130,0.575833333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_2_SB_SampleID_254",331100,6777430,1995,780.743150711059,4.76666673024495,156,-0.0808333333333333,1,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_255",331100,6777430,1996,681.660335063935,3.30833331743876,143,-0.214166666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_2_SB_SampleID_256",331100,6777430,1997,837.123011589051,4.60833323995273,125,-0.156666666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_2_SB_SampleID_257",394810,6777610,1991,733.140567779541,4.22500006357829,137,0.268333333333333,1,0,0,1,0,0,1,1,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_258",201160,6778690,1996,667.620450496673,4.58333335320155,147,-0.214166666666667,1,0,1,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_259",542390,6779110,1989,601.340677261352,5.82500005761782,131,0.701666666666667,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_260",542390,6779110,1994,783.313182830811,3.70833339293797,166,0.575833333333333,1,0,0,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_261",542390,6779110,1995,718.008102416992,4.53333339591821,175,-0.0808333333333333,1,0,0,1,1,0,0,0,1,0,0,1,1,1
"mammals_dec_2_SB_SampleID_262",263470,6780530,1992,757.338620185852,5.15833334128062,133,0.580833333333333,1,0,1,1,0,0,0,1,0,1,1,1,0,1
"mammals_dec_2_SB_SampleID_263",430150,6780600,1991,749.136596679687,4.56666667262713,134,0.268333333333333,1,0,0,1,0,1,0,0,0,0,1,1,0,1
"mammals_dec_2_SB_SampleID_264",430150,6780600,1992,758.923501014709,4.82500004085402,184,0.580833333333333,1,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_2_SB_SampleID_265",430150,6780600,1993,712.575105667114,3.70833331346512,138,0.179166666666667,1,0,1,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_266",430150,6780600,1996,804.756515979766,3.30833333730697,139,-0.214166666666667,1,0,0,1,0,0,0,1,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_267",498260,6780630,1992,640.222343444824,4.74999992238977,179,0.580833333333333,1,0,0,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_268",498260,6780630,1993,651.706072330475,3.57499992847442,155,0.179166666666667,0,0,0,1,1,0,0,0,1,0,0,1,1,0
"mammals_dec_2_SB_SampleID_269",498260,6780630,1994,742.476323604584,3.65833340088526,155,0.575833333333333,1,0,0,1,0,0,0,1,0,0,0,1,0,0
"mammals_dec_2_SB_SampleID_270",537120,6781400,1990,755.119241714478,4.89166668181618,132,0.594166666666667,1,0,0,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_2_SB_SampleID_271",537120,6781400,1991,816.484603881836,4.45833329359689,137,0.268333333333333,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_272",537120,6781400,1993,656.958801269532,3.45000011722247,155,0.179166666666667,0,0,0,1,1,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_273",537120,6781400,1994,783.313182830811,3.70833339293797,166,0.575833333333333,1,0,1,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_2_SB_SampleID_274",537120,6781400,1995,718.008102416992,4.53333339591821,175,-0.0808333333333333,1,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_275",474560,6781630,1989,680.311689376831,6.09166677792868,141,0.701666666666667,1,0,0,1,0,1,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_276",474560,6781630,1991,741.457250595093,4.7166666785876,139,0.268333333333333,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_277",474560,6781630,1996,778.148868083955,3.34166655937831,144,-0.214166666666667,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_278",235270,6782030,1990,736.59105682373,5.96666673322519,119,0.594166666666667,0,0,0,1,0,0,0,1,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_279",335430,6782160,1995,741.472757339478,4.8666666423281,161,-0.0808333333333333,1,0,1,0,0,0,0,1,1,0,1,1,1,1
"mammals_dec_2_SB_SampleID_280",206210,6782210,1992,746.95694732666,5.7916666517655,105,0.580833333333333,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_281",206210,6782210,1995,816.233373641968,5.47500003874302,136,-0.0808333333333333,1,0,1,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_282",227620,6782740,1991,776.581002235413,5.2166665221254,100,0.268333333333333,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_283",227620,6782740,1993,752.130360126496,4.63333330303431,89,0.179166666666667,1,0,1,1,0,0,0,1,0,1,1,1,1,1
"mammals_dec_2_SB_SampleID_284",601190,6783050,1989,664.965044021607,5.86666678885618,131,0.701666666666667,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_285",601190,6783050,1990,781.761266708374,4.84166671087344,129,0.594166666666667,1,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_286",601190,6783050,1994,770.81381034851,3.36666661500931,155,0.575833333333333,0,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_287",513050,6783450,1991,781.029602050782,4.52500007549922,134,0.268333333333333,1,0,0,1,1,0,0,1,1,0,0,1,1,1
"mammals_dec_2_SB_SampleID_288",513050,6783450,1995,700.57590675354,4.4583333482345,176,-0.0808333333333333,1,0,0,1,0,1,1,0,1,0,0,1,1,1
"mammals_dec_2_SB_SampleID_289",513050,6783450,1997,677.009185791016,4.16666671633721,151,-0.156666666666667,1,0,0,1,0,0,0,1,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_290",563010,6783620,1990,726.831289291382,5.09166665871939,140,0.594166666666667,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_291",563010,6783620,1995,703.562061309815,4.73333331445853,173,-0.0808333333333333,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_292",563010,6783620,1997,569.958951950073,4.25833338499069,148,-0.156666666666667,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_293",229900,6784820,1990,771.490766525268,5.90000008046627,109,0.594166666666667,1,0,1,1,0,0,1,1,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_294",229900,6784820,1994,686.498330771923,4.3333332973222,111,0.575833333333333,1,0,1,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_295",229900,6784820,1995,817.964925765991,5.21666671335697,135,-0.0808333333333333,1,0,1,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_296",229900,6784820,1996,693.916975021362,4.01666680971781,133,-0.214166666666667,1,0,1,1,0,0,0,1,0,0,1,1,0,1
"mammals_dec_2_SB_SampleID_297",261280,6786150,1990,743.598150253296,5.58333328366279,114,0.594166666666667,1,0,0,1,0,1,0,0,0,1,1,1,0,1
"mammals_dec_2_SB_SampleID_298",261280,6786150,1995,828.564785003662,4.90000003079573,143,-0.0808333333333333,1,0,1,1,0,0,0,0,1,1,1,1,1,1
"mammals_dec_2_SB_SampleID_299",541300,6786400,1994,783.313182830811,3.70833339293797,166,0.575833333333333,1,0,0,1,1,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_300",541300,6786400,1995,718.008102416992,4.53333339591821,175,-0.0808333333333333,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"mammals_dec_2_SB_SampleID_301",254090,6786830,1989,668.715888977051,6.0250000351419,102,0.701666666666667,1,0,0,1,0,0,0,0,0,1,0,1,0,1
"mammals_dec_2_SB_SampleID_302",254090,6786830,1991,722.604852676392,5.00000012417634,111,0.268333333333333,1,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_303",285340,6787950,1989,715.595590591431,5.84166678351662,105,0.701666666666667,1,0,0,1,0,0,0,0,0,0,1,1,0,1
"mammals_dec_2_SB_SampleID_304",285340,6787950,1994,704.052954792977,3.85000003377596,120,0.575833333333333,1,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_305",546600,6788650,1991,841.15539932251,4.54166664679846,140,0.268333333333333,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_306",546600,6788650,1994,791.527282714844,3.79166663686434,164,0.575833333333333,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"mammals_dec_2_SB_SampleID_307",546600,6788650,1996,794.352259635925,3.42499994238218,154,-0.214166666666667,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_308",492090,6788910,1991,752.390069961548,4.53333336114883,134,0.268333333333333,1,0,0,1,1,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_309",492090,6788910,1993,678.221251010894,3.60833337903022,159,0.179166666666667,1,0,0,1,0,0,0,1,0,1,0,1,0,1
"mammals_dec_2_SB_SampleID_310",396590,6789360,1990,807.099884033203,4.74166662680606,139,0.594166666666667,0,0,0,1,0,0,0,1,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_311",396590,6789360,1995,736.692638397217,4.28333343068759,180,-0.0808333333333333,1,0,0,1,0,0,0,0,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_312",455660,6791820,1993,707.50524187088,3.77499997615814,153,0.179166666666667,1,0,0,1,0,0,0,1,0,0,0,0,1,1
"mammals_dec_2_SB_SampleID_313",455660,6791820,1995,657.319971084595,4.69166660308838,168,-0.0808333333333333,1,0,0,1,0,0,0,1,0,1,0,1,1,1
"mammals_dec_2_SB_SampleID_314",364810,6792490,1990,678.966585159302,5.3583333157003,140,0.594166666666667,1,0,0,1,1,0,0,0,1,1,0,1,0,1
"mammals_dec_2_SB_SampleID_315",364810,6792490,1991,684.6278591156,4.75000011920929,133,0.268333333333333,1,0,1,1,0,0,0,0,1,1,1,1,1,1
"mammals_dec_2_SB_SampleID_316",364810,6792490,1992,756.95641040802,4.99999996771416,177,0.580833333333333,1,0,0,1,0,0,0,0,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_317",364810,6792490,1993,644.970943927765,4.050000111262,134,0.179166666666667,1,0,0,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_2_SB_SampleID_318",519050,6793070,1994,790.002204418182,3.69999990860621,167,0.575833333333333,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_319",519050,6793070,1996,785.092933654786,3.29166654745738,145,-0.214166666666667,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_320",519050,6793070,1997,705.886394500733,4.15833339095116,138,-0.156666666666667,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_321",255310,6793410,1995,779.871105194092,4.9583334363997,146,-0.0808333333333333,1,0,1,1,0,0,0,1,0,0,1,1,1,1
"mammals_dec_2_SB_SampleID_322",462230,6794530,1993,707.50524187088,3.77499997615814,153,0.179166666666667,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_323",462230,6794530,1997,697.144376754761,4.42500003178914,143,-0.156666666666667,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"mammals_dec_2_SB_SampleID_324",542090,6794740,1996,787.023042678832,3.42499991257985,153,-0.214166666666667,1,0,0,1,0,0,0,0,0,0,0,1,0,1
"mammals_dec_2_SB_SampleID_325",487410,6795220,1997,625.275875091553,4.19166665275892,157,-0.156666666666667,1,0,0,1,1,0,0,0,0,0,0,0,1,1
"mammals_dec_2_SB_SampleID_326",299410,6796780,1990,722.610984802246,5.29166662320494,116,0.594166666666667,0,0,0,1,0,0,0,0,0,1,1,1,1,1
"mammals_dec_2_SB_SampleID_327",527630,6796970,1991,790.945751190186,4.43333333730697,136,0.268333333333333,0,0,0,1,1,0,1,0,0,0,0,1,0,1
